"gene_name","gene_id_mat","gene_id_pat","chromosome_mat","chromosome_pat","num_reads_mat_mouse_1","num_reads_mat_mouse_2","num_reads_mat_mouse_4","num_reads_mat_mouse_7","num_reads_mat_mouse_8","num_reads_pat_mouse_1","num_reads_pat_mouse_2","num_reads_pat_mouse_4","num_reads_pat_mouse_7","num_reads_pat_mouse_8","total_reads_mouse_1","total_reads_mouse_2","total_reads_mouse_4","total_reads_mouse_7","total_reads_mouse_8","pct_xi_mouse_1","pct_xi_mouse_2","pct_xi_mouse_4","pct_xi_mouse_7","pct_xi_mouse_8","corrected_pct_xi_mouse_1","corrected_pct_xi_mouse_2","corrected_pct_xi_mouse_4","corrected_pct_xi_mouse_7","corrected_pct_xi_mouse_8","lower_confidence_interval_mouse_1","lower_confidence_interval_mouse_2","lower_confidence_interval_mouse_4","lower_confidence_interval_mouse_7","lower_confidence_interval_mouse_8","upper_confidence_interval_mouse_1","upper_confidence_interval_mouse_2","upper_confidence_interval_mouse_4","upper_confidence_interval_mouse_7","upper_confidence_interval_mouse_8"
"Eif2s3x","ENSMUSG00000035150","MGP_CASTEiJ_G0034872","X","X",50,65,65,66,51,125,142,106,48,60,175,207,171,114,111,0.714285714285714,0.685990338164251,0.619883040935672,0.421052631578947,0.540540540540541,0.790006413499004,0.761314827250233,0.619011748592213,0.523781870709087,0.639056129352501,0.729660566032749,0.703244030735365,0.546224504958087,0.432102028132268,0.549709959512353,0.850352260965259,0.819385623765101,0.691798992226338,0.615461713285905,0.728402299192649
"Elf4","ENSMUSG00000031103","MGP_CASTEiJ_G0034656","X","X",44,54,24,20,40,17,19,7,4,6,61,73,31,24,46,0.278688524590164,0.26027397260274,0.225806451612903,0.166666666666667,0.130434782608696,0.367652020736897,0.339374410453856,0.225160960303211,0.232225914161196,0.184166644615785,0.246653595056405,0.230755884858193,0.0781263627024353,0.0632928982211515,0.0721518487547201,0.48865044641739,0.447992936049519,0.372195557903987,0.401158930101241,0.296181440476849
"Elk1","ENSMUSG00000009406","MGP_CASTEiJ_G0034580","X","X",47,51,41,44,53,11,17,18,12,17,58,68,59,56,70,0.189655172413793,0.25,0.305084745762712,0.214285714285714,0.242857142857143,0.260460016558822,0.327359838975151,0.304301705683971,0.29201247764941,0.325561815427588,0.147510219285968,0.215828290760508,0.186897204463085,0.172924592183501,0.215791003338078,0.373409813831675,0.438891387189795,0.421706206904857,0.411100363115318,0.435332627517098
"Emd","ENSMUSG00000001964","MGP_CASTEiJ_G0034797","X","X",67,81,64,58,60,18,18,15,14,17,85,99,79,72,77,0.211764705882353,0.181818181818182,0.189873417721519,0.194444444444444,0.220779220779221,0.287891314472832,0.244971129109743,0.189305528091018,0.267423812407354,0.298933769370054,0.191635704405336,0.160254293584211,0.102919242775844,0.165186769473078,0.196682256647074,0.384146924540328,0.329687964635276,0.275691813406191,0.36966085534163,0.401185282093034
"Enox2","ENSMUSG00000031109","MGP_CASTEiJ_G0034664","X","X",54,72,29,56,50,6,3,6,3,13,60,75,35,59,63,0.1,0.04,0.171428571428571,0.0508474576271186,0.206349206349206,0.143250438138652,0.0573462242726578,0.170904210317458,0.0749458547785356,0.281239263563862,0.0546068370226927,0.00472681363866072,0.0461966438086423,0.00775974880960588,0.170217540120002,0.23189403925461,0.109965634906655,0.295611776826273,0.142131960747465,0.392260987007721
"Fam199x","ENSMUSG00000042595","MGP_CASTEiJ_G0035081","X","X",144,113,97,98,97,25,27,31,28,34,169,140,128,126,131,0.14792899408284,0.192857142857143,0.2421875,0.222222222222222,0.259541984732824,0.207137969354942,0.258632334680535,0.241509789423404,0.301722278015321,0.345337065740336,0.146039067290485,0.186098221857772,0.167364175444577,0.22157650895013,0.2639148499648,0.2682368714194,0.331166447503299,0.315655403402231,0.381868047080511,0.426759281515871
"Fam3a","ENSMUSG00000031399","MGP_CASTEiJ_G0034808","X","X",153,182,115,198,251,45,67,48,18,8,198,249,163,216,259,0.227272727272727,0.269076305220884,0.294478527607362,0.0833333333333333,0.0308880308880309,0.306804338318016,0.349587634882481,0.293711204089425,0.120867340202815,0.0457706716200107,0.242568978364002,0.290360483715571,0.223790514292273,0.0773960124402243,0.0203188874482139,0.371039698272029,0.408814786049392,0.363631893886578,0.164338667965406,0.0712224557918075
"Fam50a","ENSMUSG00000001962","MGP_CASTEiJ_G0034803","X","X",23,35,21,29,29,154,174,122,145,167,177,209,143,174,196,0.870056497175141,0.832535885167464,0.853146853146853,0.833333333333333,0.852040816326531,0.909712675479549,0.878912189938651,0.852683172777906,0.883200242908165,0.896548443657519,0.86749182544523,0.834684128489218,0.794593343921849,0.835477650609636,0.853912542161951,0.951933525513868,0.923140251388084,0.910773001633963,0.930922835206694,0.939184345153087
"Fancb","ENSMUSG00000047757","MGP_CASTEiJ_G0035218","X","X",13,15,12,30,38,9,6,4,5,11,22,21,16,35,49,0.409090909090909,0.285714285714286,0.25,0.142857142857143,0.224489795918367,0.510235710283616,0.368692765876458,0.249307619902505,0.201313288891952,0.303446350964858,0.301346631797668,0.162349103367452,0.0373315286053316,0.0684703361825392,0.174719751571476,0.719124788769565,0.575036428385463,0.461283711199678,0.334156241601365,0.432172950358241
"Fhl1","ENSMUSG00000023092","MGP_CASTEiJ_G0034705","X","X",70,123,35,12,17,14,19,9,8,6,84,142,44,20,23,0.166666666666667,0.133802816901408,0.204545454545455,0.4,0.260869565217391,0.231339231619097,0.18402927884056,0.203944729672519,0.502046973392266,0.346897898704283,0.141161262539663,0.120293298713686,0.0848891902322725,0.282918174614394,0.152372843102351,0.321517200698531,0.247765258967435,0.323000269112765,0.721175772170138,0.541422954306214
"Flna","ENSMUSG00000031328","MGP_CASTEiJ_G0034796","X","X",1128,1292,947,1813,1746,170,214,196,204,223,1298,1506,1143,2017,1969,0.130970724191063,0.142098273572377,0.171478565179353,0.101140307387209,0.113255459624175,0.184864738078233,0.194738584527573,0.170954082699652,0.14542234174987,0.161222501123654,0.163746745883429,0.17473858181128,0.149129095041303,0.13003773228884,0.144979680588938,0.205982730273038,0.214738587243865,0.192779070358,0.1608069512109,0.17746532165837
"Fmr1","ENSMUSG00000000838","MGP_CASTEiJ_G0034736","X","X",154,158,159,159,183,31,42,46,28,55,185,200,205,187,238,0.167567567567568,0.21,0.224390243902439,0.149732620320856,0.23109243697479,0.232492184011386,0.279596567770754,0.223747630959404,0.210311857784875,0.311438646111148,0.171621552299159,0.217397067170854,0.166698129623332,0.151901888749045,0.252606162051466,0.293362815723612,0.341796068370654,0.280797132295476,0.268721826820704,0.370271130170829
"Foxo4","ENSMUSG00000042903","MGP_CASTEiJ_G0034917","X","X",178,248,145,226,277,18,26,12,33,23,196,274,157,259,300,0.0918367346938776,0.0948905109489051,0.0764331210191083,0.127413127413127,0.0766666666666667,0.132074646028261,0.132748755418113,0.0761726166665052,0.180883315145032,0.111078438627079,0.0846754505121348,0.0925733281210047,0.0346778699798611,0.134005177529317,0.0755207054164107,0.179473841544387,0.172924182715222,0.117667363353149,0.227761452760748,0.146636171837747
"Ftsj1","ENSMUSG00000031171","MGP_CASTEiJ_G0034528","X","X",171,194,131,148,166,26,24,29,21,27,197,218,160,169,193,0.131979695431472,0.110091743119266,0.18125,0.124260355029586,0.139896373056995,0.186199938535212,0.152989661055622,0.180702149086395,0.176675340996991,0.196644464541002,0.131841921709161,0.105204259352073,0.121082328284244,0.119173960776922,0.140570121439225,0.240557955361262,0.200775062759172,0.240321969888546,0.234176721217059,0.252718807642778
"Ftx","ENSMUSG00000086370","MGP_CASTEiJ_G0007378","X","X",42,36,34,31,54,22,17,16,4,16,64,53,50,35,70,0.34375,0.320754716981132,0.32,0.114285714285714,0.228571428571429,0.440790660381597,0.408095564292591,0.31919626206045,0.163277700977832,0.308392681001073,0.319154835666078,0.275778184967231,0.189984231011477,0.0408250536014379,0.200204232546366,0.562426485097116,0.540412943617951,0.448408293109422,0.285730348354227,0.416581129455779
"Fundc2","ENSMUSG00000031198","MGP_CASTEiJ_G0034822","X","X",1,5,13,14,10,17,16,16,16,22,18,21,29,30,32,0.944444444444444,0.761904761904762,0.551724137931034,0.533333333333333,0.6875,0.962380475256387,0.823699024880677,0.55080982514646,0.633482113216425,0.768027775764108,0.874479864524464,0.660713109194203,0.369773779218329,0.461056321409646,0.621783270208667,1.05028108598831,0.98668494056715,0.731845871074591,0.805907905023205,0.914272281319549
"G6pdx","ENSMUSG00000031400","MGP_CASTEiJ_G0034810","X","X",189,227,140,191,253,34,27,27,25,15,223,254,167,216,268,0.152466367713004,0.106299212598425,0.161676646706587,0.115740740740741,0.0559701492537313,0.213037373106118,0.147965058864194,0.161176312104848,0.165240102086468,0.081916463811273,0.159297007995874,0.104299449934615,0.105409501685653,0.115711082492871,0.0490837038308004,0.266777738216363,0.191630667793773,0.216943122524043,0.214769121680066,0.114749223791746
"Gabre","ENSMUSG00000031340","MGP_CASTEiJ_G0034757","X","X",14,15,15,73,109,15,6,16,5,8,29,21,31,78,117,0.517241379310345,0.285714285714286,0.516129032258065,0.0641025641025641,0.0683760683760684,0.61719663386901,0.368692765876458,0.515205912252566,0.0938617884387637,0.0994674869172787,0.440288117437451,0.162349103367452,0.33927736334353,0.0291412048624971,0.0452367592856543,0.794105150300569,0.575036428385463,0.691134461161602,0.15858237201503,0.153698214548903
"Gdi1","ENSMUSG00000015291","MGP_CASTEiJ_G0034802","X","X",287,350,242,203,271,105,149,83,107,115,392,499,325,310,386,0.267857142857143,0.298597194388778,0.255384615384615,0.345161290322581,0.297927461139896,0.355065032458213,0.383309368529756,0.254682386522392,0.443560535821639,0.389732734006129,0.307693550442474,0.34065080661275,0.20731531248649,0.388257030949371,0.341081045386063,0.402436514473951,0.425967930446762,0.302049460558293,0.498864040693907,0.438384422626194
"Gdpd2","ENSMUSG00000019359","MGP_CASTEiJ_G0034912","X","X",149,81,32,61,66,17,14,4,9,17,166,95,36,70,83,0.102409638554217,0.147368421052632,0.111111111111111,0.128571428571429,0.204819277108434,0.146532574585034,0.20150249925442,0.110746587561785,0.182426084684895,0.279349518008222,0.0927360014158843,0.120841557645945,0.00823456849193722,0.0919557799777438,0.18282328704418,0.200329147754184,0.282163440862896,0.213258606631632,0.272896389392046,0.375875748972265
"Gemin8","ENSMUSG00000040621","MGP_CASTEiJ_G0035220","X","X",41,54,32,58,58,24,22,21,17,36,65,76,53,75,94,0.369230769230769,0.289473684210526,0.39622641509434,0.226666666666667,0.382978723404255,0.468331226623731,0.372973876906093,0.395342530821607,0.307128863985904,0.482963304030659,0.34702347666074,0.264250403182218,0.263713514352807,0.202728019692453,0.381944571538011,0.589638976586721,0.481697350629967,0.526971547290406,0.411529708279355,0.583982036523307
"Gk","ENSMUSG00000025059","MGP_CASTEiJ_G0034854","X","X",373,375,298,688,769,33,50,50,33,41,406,425,348,721,810,0.0812807881773399,0.117647058823529,0.14367816091954,0.0457697642163662,0.0506172839506173,0.117492009509439,0.162949884326557,0.143224009571749,0.0676331422190925,0.0742773919456013,0.0861700760023541,0.127837818290519,0.106419585449069,0.0493035140524466,0.0562191968873024,0.148813943016525,0.198061950362595,0.180028433694429,0.0859627703857384,0.0923355870039002
"Gla","ENSMUSG00000031266","MGP_CASTEiJ_G0035037","X","X",0,2,0,14,27,40,46,30,61,51,40,48,30,75,78,1,0.958333333333333,1,0.813333333333333,0.653846153846154,1,0.97108226151545,1,0.868238111680632,0.739763491579373,1,0.923675788469872,1,0.791690474954637,0.642392106313071,1,1.01848873456103,1,0.944785748406627,0.837134876845675
"Gnl3l","ENSMUSG00000025266","MGP_CASTEiJ_G0035139","X","X",62,74,50,44,51,18,28,15,31,26,80,102,65,75,77,0.225,0.274509803921569,0.230769230769231,0.413333333333333,0.337662337662338,0.304049232320858,0.355855389769965,0.230113769531114,0.515857334743521,0.434140353131111,0.203248354944433,0.26294239300964,0.1277901269104,0.40275568424596,0.323434095955108,0.404850109697283,0.448768386530289,0.332437412151827,0.628958985241082,0.544846610307114
"Gpc4","ENSMUSG00000031119","MGP_CASTEiJ_G0034679","X","X",90,90,67,118,128,26,27,48,16,22,116,117,115,134,150,0.224137931034483,0.230769230769231,0.417391304347826,0.119402985074627,0.146666666666667,0.303002706434249,0.304595074532805,0.416492775150111,0.170167185426621,0.205504904436521,0.219373515334932,0.221200945074164,0.32639251897142,0.106542023318366,0.140841410455755,0.386631897533566,0.387989203991445,0.506593031328801,0.233792347534876,0.270168398417287
"Gpkow","ENSMUSG00000031148","MGP_CASTEiJ_G0034502","X","X",322,450,243,363,370,46,75,47,44,58,368,525,290,407,428,0.125,0.142857142857143,0.162068965517241,0.108108108108108,0.135514018691589,0.176937320826419,0.195714443909187,0.161567650810205,0.154915063060592,0.190878946843167,0.137947578960505,0.161776540200742,0.119207225642742,0.119763236977961,0.153647323501162,0.215927062692334,0.229652347617632,0.203928075977668,0.190066889143223,0.228110570185172
"Gpm6b","ENSMUSG00000031342","MGP_CASTEiJ_G0035221","X","X",62,66,54,83,83,16,24,17,25,29,78,90,71,108,112,0.205128205128205,0.266666666666667,0.23943661971831,0.231481481481481,0.258928571428571,0.27971568877868,0.34679908853829,0.238764181564804,0.312961159440191,0.344615252199717,0.180103798784393,0.248468372647298,0.139598109283521,0.225508689628396,0.256600698280746,0.379327578772967,0.445129804429283,0.337930253846087,0.400413629251985,0.432629806118688
"Gprasp1","ENSMUSG00000043384","MGP_CASTEiJ_G0035054","X","X",335,412,281,320,324,74,70,57,34,54,409,482,338,354,378,0.180929095354523,0.145228215767635,0.168639053254438,0.096045197740113,0.142857142857143,0.249479148335037,0.198759382973242,0.168121493356894,0.138440030651871,0.20052624450554,0.207543347137424,0.163133152739788,0.128252863372625,0.102463435465122,0.160162643261328,0.29141494953265,0.234385613206696,0.207990123341163,0.174416625838619,0.240889845749751
"Gripap1","ENSMUSG00000031153","MGP_CASTEiJ_G0034507","X","X",196,241,172,215,240,11,11,12,15,23,207,252,184,230,263,0.0531400966183575,0.0436507936507936,0.0652173913043478,0.0652173913043478,0.0874524714828897,0.0778771376664363,0.0624771706294127,0.0649924231151867,0.0954413882350046,0.12604456934652,0.0413713012341542,0.0325958750553285,0.0293737194661037,0.0574687385105164,0.0859323280776144,0.114382974098718,0.0923584662034969,0.10061112676427,0.133414037959493,0.166156810615426
"Haus7","ENSMUSG00000031371","MGP_CASTEiJ_G0034772","X","X",35,28,40,38,41,6,7,8,5,10,41,35,48,43,51,0.146341463414634,0.2,0.166666666666667,0.116279069767442,0.196078431372549,0.205067950250756,0.267404230707809,0.166153950295756,0.165965449214444,0.268502009238788,0.0814817267566563,0.120771673326046,0.060854586878387,0.0547629040907039,0.146871271275063,0.328654173744857,0.414036788089573,0.271453313713126,0.277167994338185,0.390132747202513
"Hccs","ENSMUSG00000031352","MGP_CASTEiJ_G0035235","X","X",159,117,113,147,119,10,11,10,12,11,169,128,123,159,130,0.0591715976331361,0.0859375,0.0813008130081301,0.0754716981132075,0.0846153846153846,0.0864599617833714,0.120700118674534,0.0810251737561587,0.109889246399384,0.122123046736438,0.0440882459113921,0.0642629182963059,0.0328018291557454,0.0612766127296875,0.0658381266233359,0.128831677655351,0.177137319052762,0.129248518356572,0.15850188006908,0.17840796684954
"Hcfc1","ENSMUSG00000031386","MGP_CASTEiJ_G0034790","X","X",506,567,339,541,568,134,169,154,144,152,640,736,493,685,720,0.209375,0.229619565217391,0.31237322515213,0.21021897810219,0.211111111111111,0.284953100492246,0.303222596804615,0.311579865838532,0.287009468943891,0.287104210201843,0.249981777578624,0.270015034652983,0.270697491908501,0.253133416313283,0.254058533601976,0.319924423405869,0.336430158956248,0.352462239768563,0.3208855215745,0.320149886801709
"Hdac6","ENSMUSG00000031161","MGP_CASTEiJ_G0034518","X","X",171,233,178,356,435,17,10,4,18,20,188,243,182,374,455,0.0904255319148936,0.0411522633744856,0.021978021978022,0.0481283422459893,0.043956043956044,0.130133730322511,0.0589674802104005,0.0218987143442534,0.0710345000903051,0.0647147228692905,0.0820397909749037,0.0293496284492275,0.000636248882476764,0.0450001496275772,0.0421091254250762,0.178227669670118,0.0885853319715734,0.04316117980603,0.0970688505530331,0.0873203203135049
"Hmgn5","ENSMUSG00000031245","MGP_CASTEiJ_G0034984","X","X",103,131,63,90,105,11,14,19,5,19,114,145,82,95,124,0.0964912280701754,0.096551724137931,0.231707317073171,0.0526315789473684,0.153225806451613,0.138457570937165,0.13497390371151,0.231049991673955,0.0775064868108916,0.214035376022153,0.0750571188605927,0.0793574108548037,0.139818831782357,0.0237368658828647,0.141844630317262,0.201858023013736,0.190590396568216,0.322281151565552,0.131276107738918,0.286226121727043
"Hprt","ENSMUSG00000025630","MGP_CASTEiJ_G0034683","X","X",261,314,189,290,264,18,28,25,22,20,279,342,214,312,284,0.0645161290322581,0.0818713450292398,0.116822429906542,0.0705128205128205,0.0704225352112676,0.0940229300579452,0.11519645074606,0.116441623678092,0.102920704889544,0.102342282133637,0.059776012926829,0.081360528735482,0.0734669136564408,0.0692045852246192,0.0670912486450146,0.128269847189061,0.149032372756637,0.159416333699744,0.136636824554468,0.137593315622259
"Hsd17b10","ENSMUSG00000025260","MGP_CASTEiJ_G0035146","X","X",287,394,215,358,403,34,56,45,37,58,321,450,260,395,461,0.105919003115265,0.124444444444444,0.173076923076923,0.0936708860759494,0.125813449023861,0.151299075098497,0.171854959460064,0.172548570006053,0.135174405284537,0.178031341655032,0.112098625404074,0.136999077862561,0.12661942565708,0.101456464465511,0.143111401577009,0.19049952479292,0.206710841057566,0.218477714355025,0.168892346103562,0.212951281733056
"Htatsf1","ENSMUSG00000067873","MGP_CASTEiJ_G0034709","X","X",132,182,129,231,269,23,40,34,32,50,155,222,163,263,319,0.148387096774194,0.18018018018018,0.208588957055215,0.121673003802281,0.156739811912226,0.207734726518358,0.242933112293335,0.207979461819011,0.173212469129522,0.218583966078184,0.143868375528222,0.18651973678268,0.145673050807317,0.12747661941136,0.173231275235708,0.271601077508494,0.299346487803991,0.270285872830705,0.218948318847684,0.26393665692066
"Huwe1","ENSMUSG00000025261","MGP_CASTEiJ_G0035145","X","X",897,1043,787,1189,1309,76,104,119,94,126,973,1147,906,1283,1435,0.0781089414182939,0.0906713164777681,0.131346578366446,0.0732657833203429,0.0878048780487805,0.113081010366225,0.127082586953684,0.130925446255629,0.106793563614265,0.126530927084146,0.0931821370207531,0.107807516062246,0.108960783442382,0.0898936990498561,0.10933030113016,0.132979883711697,0.146357657845123,0.152890109068875,0.123693428178673,0.143731553038133
"Idh3g","ENSMUSG00000002010","MGP_CASTEiJ_G0034782","X","X",449,504,297,511,571,9,7,18,12,18,458,511,315,523,589,0.0196506550218341,0.0136986301369863,0.0571428571428571,0.0229445506692161,0.0305602716468591,0.0292802389453796,0.0198752553237334,0.0569440454275983,0.0342966208936668,0.0452923702910645,0.0138401571890174,0.00777388152516612,0.031353136957813,0.0186994874243737,0.0284989883722132,0.0447203207017417,0.0319766291223007,0.0825349538973836,0.04989375436296,0.0620857522099158
"Ids","ENSMUSG00000035847","MGP_CASTEiJ_G0034741","X","X",863,1093,615,667,647,71,114,75,50,54,934,1207,690,717,701,0.076017130620985,0.0944490472245236,0.108695652173913,0.0697350069735007,0.0770328102710414,0.110164543035223,0.132156879010393,0.108338087217896,0.101824568345587,0.111589063858765,0.0900851571974775,0.113051310922617,0.0851473670476374,0.0796887599111694,0.0882809652307096,0.130243928872969,0.15126244709817,0.131528807388155,0.123960376780004,0.134897162486821
"Igbp1","ENSMUSG00000031221","MGP_CASTEiJ_G0034905","X","X",73,105,63,80,84,23,32,20,20,20,96,137,83,100,104,0.239583333333333,0.233576642335766,0.240963855421687,0.2,0.192307692307692,0.321629817199624,0.307941070425421,0.240288483233091,0.274354345527916,0.263795523976337,0.22819171655847,0.230638639152235,0.148370628906137,0.186903037006659,0.179099239400156,0.415067917840779,0.385243501698608,0.332206337560046,0.361805654049173,0.348491808552518
"Ikbkg","ENSMUSG00000004221","MGP_CASTEiJ_G0034809","X","X",172,208,138,159,195,56,58,64,34,60,228,266,202,193,255,0.245614035087719,0.218045112781955,0.316831683168317,0.176165803108808,0.235294117647059,0.328832673628553,0.289331436161814,0.316032204616156,0.244365889277381,0.316499851891071,0.267853216691357,0.234838697294468,0.251917757223113,0.183741761208037,0.259413266996974,0.389812130565748,0.34382417502916,0.3801466520092,0.304990017346725,0.373586436785167
"Iqsec2","ENSMUSG00000041115","MGP_CASTEiJ_G0035149","X","X",61,83,55,73,79,11,23,12,16,13,72,106,67,89,92,0.152777777777778,0.216981132075472,0.17910447761194,0.179775280898876,0.141304347826087,0.21344134222436,0.288047741712069,0.178561697467575,0.248950464231997,0.198491770642586,0.118798740106797,0.201838697191567,0.0868568448244325,0.159115820680565,0.116987676830417,0.308083944341922,0.37425678623257,0.270266550110717,0.338785107783429,0.279995864454756
"Irak1","ENSMUSG00000031392","MGP_CASTEiJ_G0034791","X","X",156,222,167,250,273,26,21,28,32,42,182,243,195,282,315,0.142857142857143,0.0864197530864197,0.143589743589744,0.113475177304965,0.133333333333333,0.200513811530668,0.121351549707848,0.143135825004467,0.16218332673582,0.188001083484664,0.142345022050778,0.0802956861566809,0.0939815889345523,0.119160282349159,0.144854072518783,0.258682601010557,0.162407413259014,0.192290061074381,0.205206371122482,0.231148094450544
"Jade3","ENSMUSG00000037315","MGP_CASTEiJ_G0034569","X","X",201,165,135,314,339,32,34,14,39,57,233,199,149,353,396,0.137339055793991,0.170854271356784,0.0939597315436242,0.110481586402266,0.143939393939394,0.19327081102826,0.231275469753463,0.0936455487488782,0.158133971972562,0.20194245231913,0.142569738034459,0.172692456170156,0.0468669118853588,0.1200716901576,0.162402930236625,0.243971884022062,0.289858483336771,0.140424185612398,0.196196253787523,0.241481974401636
"Kdm5c","ENSMUSG00000025332","MGP_CASTEiJ_G0035150","X","X",369,361,276,337,350,162,188,181,52,59,531,549,457,389,409,0.305084745762712,0.342440801457195,0.396061269146608,0.133676092544987,0.144254278728606,0.397827137828676,0.431931690302237,0.395177512151459,0.189204693207339,0.202354232051739,0.356196925797183,0.390496462159472,0.350354600184264,0.150282719417753,0.163418565356645,0.439457349860169,0.473366918445002,0.440000424118654,0.228126666996924,0.241289898746832
"Klf8","ENSMUSG00000041649","MGP_CASTEiJ_G0035160","X","X",7,23,8,12,20,9,13,17,10,16,16,36,25,22,36,0.5625,0.361111111111111,0.68,0.454545454545455,0.444444444444444,0.659257641237918,0.452126333140026,0.679195191896247,0.557576338451636,0.546269081497948,0.427022065885831,0.289546394521612,0.49621847855857,0.350033337902334,0.383639577294951,0.891493216590005,0.61470627175844,0.862171905233924,0.765119339000938,0.708898585700945
"Klhl13","ENSMUSG00000036782","MGP_CASTEiJ_G0034590","X","X",58,50,48,41,60,25,15,25,14,16,83,65,73,55,76,0.301204819277108,0.230769230769231,0.342465753424658,0.254545454545455,0.210526315789474,0.393435520583136,0.304595074532805,0.341633937666534,0.340546071489716,0.286385326773263,0.288339973473253,0.192710109096441,0.232840955357103,0.215304959924964,0.184749093368051,0.498531067693019,0.416480039969168,0.450426919975965,0.465787183054467,0.388021560178475
"Klhl15","ENSMUSG00000043929","MGP_CASTEiJ_G0034873","X","X",64,42,36,72,56,7,16,16,8,7,71,58,52,80,63,0.0985915492957746,0.275862068965517,0.307692307692308,0.1,0.111111111111111,0.141328483905876,0.357410959657128,0.306905530735788,0.143862682516721,0.158332119717019,0.0602982122181073,0.234076429382405,0.181549568958602,0.0669586897704496,0.0681889746724145,0.222358755593644,0.480745489931852,0.432261492512975,0.220766675262993,0.248475264761623
"L1cam","ENSMUSG00000031391","MGP_CASTEiJ_G0034785","X","X",79,86,49,70,82,17,8,6,9,6,96,94,55,79,88,0.177083333333333,0.0851063829787234,0.109090909090909,0.113924050632911,0.0681818181818182,0.244611459806109,0.119576786895406,0.108732202517399,0.162789494525803,0.099194313509242,0.158623811756082,0.05398441341863,0.026460601926589,0.0813818727855685,0.0367395306775963,0.330599107856137,0.185169160372181,0.191003803108209,0.244197116266037,0.161649096340888
"Lamp2","ENSMUSG00000016534","MGP_CASTEiJ_G0034629","X","X",575,614,478,751,682,83,110,76,62,99,658,724,554,813,781,0.126139817629179,0.151933701657459,0.137184115523466,0.0762607626076261,0.126760563380282,0.178454142978185,0.207336980866622,0.136747213178274,0.110994949206513,0.179290927321561,0.149198182096428,0.177807113821084,0.108136976837183,0.0894022695955858,0.152388197629528,0.207710103859941,0.23686684791216,0.165357449519365,0.13258762881744,0.206193657013595
"Las1l","ENSMUSG00000057421","MGP_CASTEiJ_G0034886","X","X",188,229,121,201,187,25,51,23,45,46,213,280,144,246,233,0.117370892018779,0.182142857142857,0.159722222222222,0.182926829268293,0.197424892703863,0.166742391063198,0.245374756616133,0.159226787124411,0.252940722942949,0.27017865947465,0.116684684767511,0.194972534867018,0.0994662703624006,0.198619761651689,0.213161716170656,0.216800097358885,0.295776978365248,0.218987303886421,0.307261684234208,0.327195602778644
"Maged1","ENSMUSG00000025151","MGP_CASTEiJ_G0034876","X","X",827,1005,612,1033,1197,461,532,495,552,575,1288,1537,1107,1585,1772,0.357919254658385,0.346128822381262,0.447154471544715,0.348264984227129,0.324492099322799,0.456179387585636,0.435944536882852,0.446240945406983,0.446945132027269,0.419590959206648,0.428978328066845,0.4111539001207,0.41695768636306,0.422468893709899,0.396613797664974,0.483380447104428,0.460735173645003,0.475524204450905,0.471421370344639,0.442568120748323
"Maged2","ENSMUSG00000025268","MGP_CASTEiJ_G0035138","X","X",163,163,87,247,271,18,20,15,25,30,181,183,102,272,301,0.0994475138121547,0.109289617486339,0.147058823529412,0.0919117647058824,0.0996677740863787,0.14249683258996,0.151928342483563,0.14659581561514,0.132750018580401,0.142806814792113,0.0915720392173459,0.0999217713915151,0.0779544087503607,0.0924269955482922,0.103281197216168,0.193421625962574,0.20393491357561,0.215237222479918,0.173073041612509,0.182332432368059
"Mageh1","ENSMUSG00000047238","MGP_CASTEiJ_G0035157","X","X",68,109,65,125,115,26,30,18,37,29,94,139,83,162,144,0.276595744680851,0.215827338129496,0.216867469879518,0.228395061728395,0.201388888888889,0.365229446237294,0.286654395466523,0.216240394357215,0.309225472322411,0.275102721116187,0.267893009718971,0.211479992362451,0.127674014060236,0.238055569666615,0.202164944107084,0.462565882755617,0.361828798570594,0.304806774654195,0.380395374978207,0.348040498125291
"Magix","ENSMUSG00000031147","MGP_CASTEiJ_G0034501","X","X",36,47,43,60,53,4,3,5,4,1,40,50,48,64,54,0.1,0.06,0.104166666666667,0.0625,0.0185185185185185,0.143250438138652,0.0852491536288306,0.103822264816172,0.0915880505664176,0.0276110179797921,0.0346846422901992,0.0078458429195972,0.0175304114946229,0.020920680209301,-0.0160921012585844,0.251816233987104,0.162652464338064,0.19011411813772,0.162255420923534,0.0713141372181686
"Magt1","ENSMUSG00000031232","MGP_CASTEiJ_G0034963","X","X",130,135,113,130,150,48,54,34,30,40,178,189,147,160,190,0.269662921348315,0.285714285714286,0.231292517006803,0.1875,0.210526315789474,0.357171916528884,0.368692765876458,0.230636015096623,0.258710028215977,0.286385326773263,0.286779777446013,0.299911545040123,0.162540436751649,0.190853944040751,0.222104928701071,0.427564055611755,0.437473986712793,0.298731593441597,0.326566112391202,0.350665724845455
"Maoa","ENSMUSG00000025037","MGP_CASTEiJ_G0034558","X","X",34,36,27,37,58,5,3,7,0,4,39,39,34,37,62,0.128205128205128,0.0769230769230769,0.205882352941176,0,0.0645161290322581,0.181198396181362,0.108471989507705,0.205278715002837,0,0.0940295366025547,0.0603106433773144,0.0108737268961629,0.069513655228086,0,0.0213785671873691,0.30208614898541,0.206070252119248,0.341043774777589,0,0.16668050601774
