"gene_name","gene_id_mat","gene_id_pat","chromosome_mat","chromosome_pat","female_mean_rpkm","male_mean_rpkm","female_xi_mean_srpm","female_xa_mean_srpm","male_xa_mean_srpm","male_xi_mean_srpm","female_mean_srpm_xi_over_xa_ratio","female_mean_rpkm_gt_1","male_mean_rpkm_gt_1","female_xi_mean_srpm_gte_2"
"Txlng","ENSMUSG00000038344","MGP_CASTEiJ_G0035199","X","X",8.49649006295661,5.68743978269976,243.543272882417,391.278113075484,239.593553896364,185.68415492704,0.622430094461822,1,1,1
"Uba1","ENSMUSG00000001924","MGP_CASTEiJ_G0034573","X","X",44.819093954315,46.4404331634398,238.204438684205,1911.65868206733,2081.90503004478,145.20261770357,0.124606155334488,1,1,1
"Ube2a","ENSMUSG00000016308","MGP_CASTEiJ_G0034604","X","X",14.8336975096303,12.7777008107598,4.0566120494562,151.387693757277,124.999986856908,15.3819953934598,0.0267961810420354,1,1,1
"Ubl4a","ENSMUSG00000015290","MGP_CASTEiJ_G0034806","X","X",23.9524028264296,24.8285917289295,386.041629932071,366.426207782407,395.229293902628,384.759229091427,1.05353171179642,1,1,1
"Ubqln2","ENSMUSG00000050148","MGP_CASTEiJ_G0035161","X","X",15.9943129386021,14.2339008785849,51.2731333128829,482.998250335604,415.535386777118,59.9486114329689,0.106155940062426,1,1,1
"Upf3b","ENSMUSG00000036572","MGP_CASTEiJ_G0034609","X","X",8.93136817975466,6.84855309955009,97.379485244007,259.656002818888,231.182420598837,42.5755398833952,0.375032674718981,1,1,1
"Uprt","ENSMUSG00000073016","MGP_CASTEiJ_G0034954","X","X",3.38407761424382,2.85390689327482,40.3392803574603,37.4338789795366,36.788490293422,28.7729146308058,1.07761422158553,1,1,1
"Usp11","ENSMUSG00000031066","MGP_CASTEiJ_G0034575","X","X",11.3372626779731,9.51436449950935,53.183548528565,482.887187393634,394.125682340093,55.7606061131193,0.110136590733793,1,1,1
"Usp27x","ENSMUSG00000046269","MGP_CASTEiJ_G0034492","X","X",0.817823169705153,1.07218545385103,3.43862045298323,31.5339090948638,36.788490293422,9.06451482997848,0.109045169206228,0,1,1
"Utp14a","ENSMUSG00000063785","MGP_CASTEiJ_G0034654","X","X",16.1873149393825,14.0651224913562,153.261810294238,513.652367923292,560.886525529369,18.2319561637678,0.298376528300412,1,1,1
"Vbp1","ENSMUSG00000031197","MGP_CASTEiJ_G0034826","X","X",8.62108517050208,7.21593719590776,82.5746013756108,101.226934459493,95.3716132208439,58.4721677959095,0.815737449884483,1,1,1
"Wdr13","ENSMUSG00000031166","MGP_CASTEiJ_G0034523","X","X",17.751201240949,16.323599102436,177.859138698174,745.929083064359,696.485396302216,152.826161480197,0.238439742780251,1,1,1
"Wdr45","ENSMUSG00000039382","MGP_CASTEiJ_G0034503","X","X",35.2356538604309,33.6282351446211,166.614939176347,822.399640306182,760.258935881267,188.945821712593,0.202596074962187,1,1,1
"Xiap","ENSMUSG00000025860","MGP_CASTEiJ_G0034638","X","X",20.7704822145289,16.0124350023846,465.585838405398,1444.5740065597,1150.15652206218,320.998845770146,0.32229974808574,1,1,1
"Xist","ENSMUSG00000086503","MGP_CASTEiJ_G0007376","X","X",34.5588743939746,0.20206476112185,5364.10215928914,783.910692180111,28.3067114608463,6.00870105204867,6.84274651793713,1,0,1
"Yipf6","ENSMUSG00000047694","MGP_CASTEiJ_G0034897","X","X",55.1734284002488,44.7849396213291,418.692385157753,3525.65601117604,2907.35539972955,294.319933799265,0.118755880843319,1,1,1
"Zc4h2","ENSMUSG00000035062","MGP_CASTEiJ_G0034883","X","X",0.533551839690298,1.02476239172915,3.17451284238917,8.87168117905728,13.8646595826916,9.27036783760024,0.357825397274533,0,1,1
"Zdhhc9","ENSMUSG00000036985","MGP_CASTEiJ_G0034653","X","X",13.4577256543921,14.1400660968188,178.855378747229,718.396202121411,755.472919933271,187.263525067911,0.24896481665559,1,1,1
"Zfp182","ENSMUSG00000054737","MGP_CASTEiJ_G0034582","X","X",2.01280788574327,2.26107420836495,21.5998483331934,92.8782428699584,103.949624102663,24.6523632310601,0.232560906254826,1,1,1
"Zfp185","ENSMUSG00000031351","MGP_CASTEiJ_G0034763","X","X",19.2412462012764,15.5982540461938,85.099258220708,628.343194554069,541.497694126464,36.8756183427792,0.135434359691128,1,1,1
"Zfp275","ENSMUSG00000031365","MGP_CASTEiJ_G0034769","X","X",3.72549863219396,2.42177829605763,32.1554528360338,219.454306747414,120.746304183523,42.7813928910169,0.146524592351901,1,1,1
"Zfp280c","ENSMUSG00000036916","MGP_CASTEiJ_G0034659","X","X",3.15004405743503,3.70815667506121,8.65560231635147,156.429941261782,176.301174563533,18.026103156146,0.0553321330081336,1,1,1
"Zmat1","ENSMUSG00000052676","MGP_CASTEiJ_G0035044","X","X",3.01584828472727,2.17264694869745,41.7495947857154,97.0981810440944,72.1846728765777,27.2964709937463,0.429972985454341,1,1,1
"Zmym3","ENSMUSG00000031310","MGP_CASTEiJ_G0034924","X","X",11.9062873480822,12.0547998354426,170.745904615375,785.821811809827,783.202239098654,185.272448911797,0.217283233996942,1,1,1
"Zrsr2","ENSMUSG00000031370","MGP_CASTEiJ_G0035206","X","X",8.87329568024331,8.69786679130283,80.2682363027785,554.973643230095,534.119526856424,88.6185995599637,0.144634321434791,1,1,1
