gene_id,gene_name,exon_length
MGP_CASTEiJ_G0034725,Ldoc1,1460
MGP_CASTEiJ_G0034726,4933402E13Rik,2024
MGP_CASTEiJ_G0034537,Hypm,581
MGP_CASTEiJ_G0034538,4930557A04Rik,553
MGP_CASTEiJ_G0034727,4931400O07Rik,647
MGP_CASTEiJ_G0034539,Sytl5,2301
MGP_CASTEiJ_G0034728,Gm6760,604
MGP_CASTEiJ_G0034729,3830417A13Rik,1767
MGP_CASTEiJ_G0034730,Slitrk4,7049
MGP_CASTEiJ_G0034540,Srpx,2652
MGP_CASTEiJ_G0034541,Rpgr,7253
MGP_CASTEiJ_G0034731,Ctag2,854
MGP_CASTEiJ_G0034732,4930447F04Rik,703
MGP_CASTEiJ_G0034542,Otc,4241
MGP_CASTEiJ_G0034733,Slitrk2,8127
MGP_CASTEiJ_G0034734,4933436I01Rik,1426
MGP_CASTEiJ_G0034736,Fmr1,7770
MGP_CASTEiJ_G0034737,Fmr1nb,937
MGP_CASTEiJ_G0034543,Tspan7,6950
MGP_CASTEiJ_G0034739,Aff2,7299
MGP_CASTEiJ_G0034741,Ids,5017
MGP_CASTEiJ_G0034742,1110012L19Rik,1094
MGP_CASTEiJ_G0034743,Tmem185a,2513
MGP_CASTEiJ_G0034744,4930567H17Rik,915
MGP_CASTEiJ_G0034745,Mamld1,4866
MGP_CASTEiJ_G0034746,Mtm1,13844
MGP_CASTEiJ_G0034747,Mtmr1,5861
MGP_CASTEiJ_G0034748,Cd99l2,4895
MGP_CASTEiJ_G0034544,Mid1ip1,2127
MGP_CASTEiJ_G0034749,Hmgb3,896
MGP_CASTEiJ_G0034750,Gpr50,3224
MGP_CASTEiJ_G0034752,Gm1141,2696
MGP_CASTEiJ_G0034753,Prrg3,6114
MGP_CASTEiJ_G0034754,Fate1,1499
MGP_CASTEiJ_G0034755,Cnga2,3095
MGP_CASTEiJ_G0034756,Magea4,948
MGP_CASTEiJ_G0034757,Gabre,4700
MGP_CASTEiJ_G0034758,Magea10,1821
MGP_CASTEiJ_G0034759,Gabra3,3846
MGP_CASTEiJ_G0034760,Gabrq,5329
MGP_CASTEiJ_G0034761,Cetn2,1271
MGP_CASTEiJ_G0034762,Nsdhl,2930
MGP_CASTEiJ_G0034763,Zfp185,3708
MGP_CASTEiJ_G0034764,Pnma5,2247
MGP_CASTEiJ_G0034768,F8a,2491
MGP_CASTEiJ_G0034769,Zfp275,6755
MGP_CASTEiJ_G0034770,Zfp92,6788
MGP_CASTEiJ_G0034771,Trex2,1017
MGP_CASTEiJ_G0034772,Haus7,1439
MGP_CASTEiJ_G0034773,Bgn,6075
MGP_CASTEiJ_G0034774,Atp2b3,4810
MGP_CASTEiJ_G0034775,Dusp9,2725
MGP_CASTEiJ_G0034776,Pnck,1971
MGP_CASTEiJ_G0034777,Slc6a8,5214
MGP_CASTEiJ_G0034778,Bcap31,1219
MGP_CASTEiJ_G0034779,Abcd1,4192
MGP_CASTEiJ_G0034780,Plxnb3,6491
MGP_CASTEiJ_G0034781,Srpk3,2819
MGP_CASTEiJ_G0034782,Idh3g,2713
MGP_CASTEiJ_G0034783,Ssr4,3096
MGP_CASTEiJ_G0034784,Pdzd4,3972
MGP_CASTEiJ_G0034785,L1cam,7362
MGP_CASTEiJ_G0034787,Avpr2,2886
MGP_CASTEiJ_G0034786,Arhgap4,8105
MGP_CASTEiJ_G0034788,Naa10,4897
MGP_CASTEiJ_G0034789,Renbp,2494
MGP_CASTEiJ_G0034790,Hcfc1,8360
MGP_CASTEiJ_G0034791,Irak1,4714
MGP_CASTEiJ_G0034792,Mecp2,15024
MGP_CASTEiJ_G0034793,Opn1mw,1562
MGP_CASTEiJ_G0034794,Tex28,1421
MGP_CASTEiJ_G0034795,Tktl1,2474
MGP_CASTEiJ_G0034796,Flna,9400
MGP_CASTEiJ_G0034797,Emd,1974
MGP_CASTEiJ_G0034799,Dnase1l1,2103
MGP_CASTEiJ_G0034800,Taz,5859
MGP_CASTEiJ_G0034801,Atp6ap1,3026
MGP_CASTEiJ_G0034802,Gdi1,4005
MGP_CASTEiJ_G0034803,Fam50a,2270
MGP_CASTEiJ_G0034804,Plxna3,7913
MGP_CASTEiJ_G0034805,Lage3,1920
MGP_CASTEiJ_G0034806,Ubl4a,3141
MGP_CASTEiJ_G0034807,Slc10a3,2019
MGP_CASTEiJ_G0034808,Fam3a,2486
MGP_CASTEiJ_G0034810,G6pdx,3079
MGP_CASTEiJ_G0034809,Ikbkg,7899
MGP_CASTEiJ_G0034811,Olfr1326-ps1,936
MGP_CASTEiJ_G0034812,Olfr1325,948
MGP_CASTEiJ_G0034818,Dkc1,4107
MGP_CASTEiJ_G0034819,Mpp1,5353
MGP_CASTEiJ_G0034820,Smim9,809
MGP_CASTEiJ_G0034821,F8,7128
MGP_CASTEiJ_G0034822,Fundc2,2805
MGP_CASTEiJ_G0034823,Cmc4,1311
MGP_CASTEiJ_G0034824,Mtcp1,4480
MGP_CASTEiJ_G0034825,Brcc3,7886
MGP_CASTEiJ_G0034826,Vbp1,2132
MGP_CASTEiJ_G0034827,Rab39b,3403
MGP_CASTEiJ_G0034828,Pls3,4091
MGP_CASTEiJ_G0034835,Cldn34b4,1141
MGP_CASTEiJ_G0034836,Cldn34d,1003
MGP_CASTEiJ_G0034837,Tbl1x,7057
MGP_CASTEiJ_G0034838,Prkx,5707
MGP_CASTEiJ_G0034839,Pbsn,902
MGP_CASTEiJ_G0034840,Gm5938,798
MGP_CASTEiJ_G0034843,4930480E11Rik,1486
MGP_CASTEiJ_G0034844,Prrg1,10720
MGP_CASTEiJ_G0034845,Fam47c,1634
MGP_CASTEiJ_G0034483,Mycs,2372
MGP_CASTEiJ_G0034846,Gm7173,9545
MGP_CASTEiJ_G0034484,AU022751,2202
MGP_CASTEiJ_G0034848,Tmem47,4051
MGP_CASTEiJ_G0034849,4930595M18Rik,2644
MGP_CASTEiJ_G0034851,Tsga8,1067
MGP_CASTEiJ_G0034852,Fthl17a,835
MGP_CASTEiJ_G0034545,Bcor,7349
MGP_CASTEiJ_G0034854,Gk,7701
MGP_CASTEiJ_G0034855,5430427O19Rik,3737
MGP_CASTEiJ_G0034856,Samt3,1048
MGP_CASTEiJ_G0034857,Nr0b1,1808
MGP_CASTEiJ_G0034858,Il1rapl1,9169
MGP_CASTEiJ_G0034859,Pet2,3966
MGP_CASTEiJ_G0034860,4932429P05Rik,3093
MGP_CASTEiJ_G0034861,4930415L06Rik,2623
MGP_CASTEiJ_G0034862,Gm44,993
MGP_CASTEiJ_G0034546,Atp6ap2,2322
MGP_CASTEiJ_G0034864,Mageb5,1182
MGP_CASTEiJ_G0034547,1810030O07Rik,2430
MGP_CASTEiJ_G0034548,Med14,8770
MGP_CASTEiJ_G0034865,Mageb18,2241
MGP_CASTEiJ_G0034485,Nudt10,1805
MGP_CASTEiJ_G0034866,Arx,4463
