"fasta_length"
"LVXN01050560.1",21021
"LVXN01049560.1",20983
"LVXN01049791.1",20816
"LVXN01050964.1",20761
"LVXN01051820.1",20724
"LVXN01049630.1",20707
"LVXN01050470.1",20662
"LVXN01051307.1",20638
"LVXN01051159.1",20629
"LVXN01051706.1",20438
"LVXN01050468.1",20268
"LVXN01051054.1",20181
"LVXN01051258.1",20081
"LVXN01051773.1",20035
"LVXN01050985.1",20010
"LVXN01050841.1",19820
"LVXN01051021.1",19765
"LVXN01052006.1",19379
"LVXN01050015.1",19343
"LVXN01050247.1",19326
"LVXN01049829.1",19230
"LVXN01050045.1",19220
"LVXN01051229.1",19199
"LVXN01052075.1",19150
"LVXN01050718.1",19031
"LVXN01049998.1",18716
"LVXN01051931.1",18496
"LVXN01049811.1",18477
"LVXN01049892.1",18428
"LVXN01051012.1",18396
"LVXN01050769.1",18382
"LVXN01051323.1",18347
"LVXN01051748.1",18306
"LVXN01050027.1",18274
"LVXN01051641.1",18042
"LVXN01050557.1",17969
"LVXN01050090.1",17453
"LVXN01050207.1",17324
"LVXN01052231.1",17258
"LVXN01051253.1",17110
"LVXN01050744.1",17018
"LVXN01051936.1",16957
"LVXN01050992.1",16890
"LVXN01051648.1",16825
"LVXN01051441.1",16796
"LVXN01050359.1",16744
"LVXN01049774.1",16717
"LVXN01051078.1",16542
"LVXN01051137.1",16319
"LVXN01050444.1",16119
"LVXN01050179.1",16107
"LVXN01051953.1",16078
"LVXN01050608.1",16029
"LVXN01051838.1",16028
"LVXN01050354.1",15943
"LVXN01049769.1",15700
"LVXN01052293.1",15595
"LVXN01051609.1",15467
"LVXN01050950.1",15364
"LVXN01050687.1",15198
"LVXN01049838.1",15110
"LVXN01051358.1",15039
"LVXN01049778.1",15023
"LVXN01049709.1",15017
"LVXN01049399.1",14951
"LVXN01052210.1",14939
"LVXN01052196.1",14898
"LVXN01049594.1",14893
"LVXN01051357.1",14864
"LVXN01049759.1",14737
"LVXN01049458.1",14561
"LVXN01050527.1",14544
"LVXN01051662.1",14519
"LVXN01051658.1",14422
"LVXN01051265.1",14262
"LVXN01050338.1",14155
"LVXN01050091.1",14100
"LVXN01051092.1",14083
"LVXN01051528.1",13900
"LVXN01050594.1",13855
"LVXN01052053.1",13791
"LVXN01050238.1",13731
"LVXN01051700.1",13728
"LVXN01051973.1",13578
"LVXN01052090.1",13516
"LVXN01050475.1",13474
"LVXN01051677.1",13444
"LVXN01051741.1",13422
"LVXN01050311.1",13327
"LVXN01052110.1",13183
"LVXN01049965.1",13047
"LVXN01051038.1",13031
"LVXN01050461.1",12975
"LVXN01049442.1",12832
"LVXN01050063.1",12786
"LVXN01052349.1",12742
"LVXN01051051.1",12736
"LVXN01050686.1",12735
"LVXN01050976.1",12719
"LVXN01050174.1",12665
"LVXN01050016.1",12618
"LVXN01051651.1",12597
"LVXN01049863.1",12525
"LVXN01052037.1",12495
"LVXN01051803.1",12436
"LVXN01049492.1",12416
"LVXN01051926.1",12398
"LVXN01050775.1",12387
"LVXN01049939.1",12336
"LVXN01051005.1",12315
"LVXN01049827.1",12289
"LVXN01051161.1",12258
"LVXN01050046.1",12254
"LVXN01050186.1",12245
"LVXN01049680.1",12222
"LVXN01051428.1",12156
"LVXN01050182.1",12054
"LVXN01051556.1",11958
"LVXN01049539.1",11885
"LVXN01051266.1",11863
"LVXN01051417.1",11860
"LVXN01051578.1",11772
"LVXN01050117.1",11714
"LVXN01051585.1",11704
"LVXN01051968.1",11698
"LVXN01049666.1",11592
"LVXN01051326.1",11578
"LVXN01050175.1",11560
"LVXN01051888.1",11554
"LVXN01050161.1",11549
"LVXN01050129.1",11526
"LVXN01050085.1",11513
"LVXN01050217.1",11507
"LVXN01052092.1",11453
"LVXN01051483.1",11394
"LVXN01050285.1",11366
"LVXN01051588.1",11357
"LVXN01050562.1",11318
"LVXN01051112.1",11312
"LVXN01052350.1",11292
"LVXN01049818.1",11281
"LVXN01051474.1",11205
"LVXN01050917.1",11185
"LVXN01051695.1",11153
"LVXN01050080.1",11115
"LVXN01049812.1",11004
"LVXN01051711.1",10969
"LVXN01051675.1",10959
"LVXN01051459.1",10954
"LVXN01051867.1",10954
"LVXN01051892.1",10954
"LVXN01050353.1",10816
"LVXN01052026.1",10814
"LVXN01050126.1",10804
"LVXN01050882.1",10780
"LVXN01052050.1",10753
"LVXN01049841.1",10698
"LVXN01050755.1",10673
"LVXN01050862.1",10665
"LVXN01050109.1",10542
"LVXN01050108.1",10541
"LVXN01052344.1",10541
"LVXN01052015.1",10518
"LVXN01049876.1",10496
"LVXN01050095.1",10485
"LVXN01051698.1",10476
"LVXN01049563.1",10461
"LVXN01050146.1",10458
"LVXN01050587.1",10414
"LVXN01049655.1",10384
"LVXN01050061.1",10382
"LVXN01051458.1",10341
"LVXN01050836.1",10254
"LVXN01051564.1",10234
"LVXN01051421.1",10175
"LVXN01051596.1",10094
"LVXN01052079.1",10074
"LVXN01051541.1",10048
"LVXN01049796.1",10034
"LVXN01050306.1",9991
"LVXN01050032.1",9981
"LVXN01051083.1",9971
"LVXN01051689.1",9947
"LVXN01049658.1",9914
"LVXN01051967.1",9880
"LVXN01050531.1",9871
"LVXN01051116.1",9834
"LVXN01049427.1",9762
"LVXN01051518.1",9750
"LVXN01051073.1",9742
"LVXN01049887.1",9708
"LVXN01051156.1",9650
"LVXN01052294.1",9639
"LVXN01049770.1",9633
"LVXN01050237.1",9630
"LVXN01050211.1",9570
"LVXN01050414.1",9543
"LVXN01050714.1",9525
"LVXN01049435.1",9514
"LVXN01051759.1",9478
"LVXN01050753.1",9473
"LVXN01050147.1",9443
"LVXN01050536.1",9433
"LVXN01052008.1",9430
"LVXN01049852.1",9429
"LVXN01052227.1",9427
"LVXN01051477.1",9415
"LVXN01050436.1",9398
"LVXN01051546.1",9376
"LVXN01052297.1",9371
"LVXN01050098.1",9363
"LVXN01050430.1",9301
"LVXN01051305.1",9293
"LVXN01051126.1",9279
"LVXN01050317.1",9267
"LVXN01051775.1",9263
"LVXN01050850.1",9254
"LVXN01049973.1",9213
"LVXN01051494.1",9212
"LVXN01050638.1",9161
"LVXN01050761.1",9089
"LVXN01052145.1",9086
"LVXN01051343.1",9085
"LVXN01049808.1",9083
"LVXN01051947.1",9080
"LVXN01050201.1",9068
"LVXN01051216.1",9059
"LVXN01051041.1",9039
"LVXN01051894.1",9039
"LVXN01050816.1",9019
"LVXN01049823.1",8999
"LVXN01050933.1",8979
"LVXN01050801.1",8974
"LVXN01051621.1",8950
"LVXN01051560.1",8925
"LVXN01051932.1",8855
"LVXN01050646.1",8826
"LVXN01051375.1",8798
"LVXN01052063.1",8741
"LVXN01050709.1",8727
"LVXN01051738.1",8708
"LVXN01051163.1",8686
"LVXN01051103.1",8654
"LVXN01052312.1",8621
"LVXN01051825.1",8616
"LVXN01050707.1",8603
"LVXN01049445.1",8587
"LVXN01050325.1",8553
"LVXN01052183.1",8540
"LVXN01051182.1",8524
"LVXN01049934.1",8508
"LVXN01051555.1",8502
"LVXN01052039.1",8490
"LVXN01049724.1",8482
"LVXN01050187.1",8471
"LVXN01051685.1",8436
"LVXN01050541.1",8395
"LVXN01052197.1",8387
"LVXN01051510.1",8378
"LVXN01050299.1",8342
"LVXN01049467.1",8330
"LVXN01051714.1",8320
"LVXN01051862.1",8315
"LVXN01049755.1",8307
"LVXN01049752.1",8289
"LVXN01050111.1",8275
"LVXN01050467.1",8261
"LVXN01050409.1",8254
"LVXN01050099.1",8245
"LVXN01051851.1",8244
"LVXN01049414.1",8229
"LVXN01049966.1",8221
"LVXN01052209.1",8215
"LVXN01050525.1",8149
"LVXN01051557.1",8141
"LVXN01051789.1",8134
"LVXN01049794.1",8131
"LVXN01051780.1",8116
"LVXN01051139.1",8079
"LVXN01051913.1",8079
"LVXN01051252.1",8034
"LVXN01050324.1",8011
"LVXN01049815.1",7986
"LVXN01050107.1",7979
"LVXN01051125.1",7975
"LVXN01052046.1",7974
"LVXN01050495.1",7954
"LVXN01049890.1",7929
"LVXN01049617.1",7917
"LVXN01051138.1",7914
"LVXN01050629.1",7903
"LVXN01050681.1",7891
"LVXN01051676.1",7890
"LVXN01051760.1",7887
"LVXN01050166.1",7837
"LVXN01049693.1",7829
"LVXN01051117.1",7817
"LVXN01050065.1",7805
"LVXN01049638.1",7790
"LVXN01052150.1",7767
"LVXN01049734.1",7725
"LVXN01049762.1",7714
"LVXN01051140.1",7712
"LVXN01051011.1",7700
"LVXN01050751.1",7692
"LVXN01049529.1",7646
"LVXN01049994.1",7628
"LVXN01050120.1",7627
"LVXN01051207.1",7624
"LVXN01051887.1",7622
"LVXN01051053.1",7620
"LVXN01051939.1",7595
"LVXN01050150.1",7581
"LVXN01051511.1",7575
"LVXN01050014.1",7559
"LVXN01049476.1",7545
"LVXN01051027.1",7533
"LVXN01049933.1",7531
"LVXN01050341.1",7525
"LVXN01050588.1",7518
"LVXN01051279.1",7509
"LVXN01050171.1",7496
"LVXN01051312.1",7494
"LVXN01051247.1",7469
"LVXN01049513.1",7459
"LVXN01051663.1",7459
"LVXN01050458.1",7429
"LVXN01050263.1",7423
"LVXN01050597.1",7366
"LVXN01051879.1",7360
"LVXN01051499.1",7343
"LVXN01049706.1",7338
"LVXN01051338.1",7337
"LVXN01051220.1",7323
"LVXN01052200.1",7315
"LVXN01051060.1",7303
"LVXN01050463.1",7290
"LVXN01049517.1",7287
"LVXN01050700.1",7286
"LVXN01051451.1",7274
"LVXN01052071.1",7269
"LVXN01050478.1",7259
"LVXN01050349.1",7242
"LVXN01050717.1",7234
"LVXN01051141.1",7223
"LVXN01052247.1",7217
"LVXN01049753.1",7212
"LVXN01050301.1",7210
"LVXN01050381.1",7207
"LVXN01050865.1",7198
"LVXN01049695.1",7168
"LVXN01050582.1",7168
"LVXN01051336.1",7159
"LVXN01050572.1",7140
"LVXN01050310.1",7121
"LVXN01051951.1",7116
"LVXN01051461.1",7082
"LVXN01051656.1",7074
"LVXN01051897.1",7061
"LVXN01051701.1",7055
"LVXN01051739.1",7041
"LVXN01051238.1",7038
"LVXN01050660.1",7034
"LVXN01050232.1",7024
"LVXN01050336.1",6984
"LVXN01050650.1",6980
"LVXN01052262.1",6966
"LVXN01051802.1",6956
"LVXN01051997.1",6935
"LVXN01050712.1",6933
"LVXN01050240.1",6900
"LVXN01051749.1",6894
"LVXN01052173.1",6850
"LVXN01052208.1",6843
"LVXN01052085.1",6827
"LVXN01051586.1",6823
"LVXN01051212.1",6816
"LVXN01052291.1",6783
"LVXN01050561.1",6773
"LVXN01052194.1",6764
"LVXN01050479.1",6750
"LVXN01050410.1",6731
"LVXN01049726.1",6729
"LVXN01049642.1",6724
"LVXN01050519.1",6694
"LVXN01049773.1",6691
"LVXN01049426.1",6679
"LVXN01050971.1",6622
"LVXN01049523.1",6598
"LVXN01049902.1",6560
"LVXN01051192.1",6558
"LVXN01051255.1",6520
"LVXN01050817.1",6514
"LVXN01050447.1",6496
"LVXN01050680.1",6491
"LVXN01051521.1",6491
"LVXN01052024.1",6490
"LVXN01052288.1",6480
"LVXN01049520.1",6458
"LVXN01050626.1",6443
"LVXN01052142.1",6438
"LVXN01050156.1",6430
"LVXN01049931.1",6424
"LVXN01049451.1",6419
"LVXN01052222.1",6403
"LVXN01050510.1",6401
"LVXN01051239.1",6399
"LVXN01050393.1",6385
"LVXN01051388.1",6380
"LVXN01050493.1",6376
"LVXN01052268.1",6350
"LVXN01049917.1",6333
"LVXN01051896.1",6326
"LVXN01051055.1",6315
"LVXN01051130.1",6304
"LVXN01050726.1",6287
"LVXN01050039.1",6240
"LVXN01050936.1",6239
"LVXN01051487.1",6230
"LVXN01050614.1",6204
"LVXN01050277.1",6158
"LVXN01049647.1",6146
"LVXN01049432.1",6143
"LVXN01051429.1",6143
"LVXN01051500.1",6139
"LVXN01049896.1",6138
"LVXN01051318.1",6135
"LVXN01049478.1",6124
"LVXN01049653.1",6120
"LVXN01051316.1",6104
"LVXN01050974.1",6102
"LVXN01052109.1",6095
"LVXN01052345.1",6094
"LVXN01050368.1",6089
"LVXN01051842.1",6087
"LVXN01050512.1",6079
"LVXN01051884.1",6067
"LVXN01052035.1",6067
"LVXN01049412.1",6060
"LVXN01052320.1",6060
"LVXN01049484.1",6037
"LVXN01051189.1",6034
"LVXN01049566.1",6033
"LVXN01050153.1",6031
"LVXN01049660.1",6021
"LVXN01050723.1",6017
"LVXN01050943.1",6014
"LVXN01051682.1",6013
"LVXN01050250.1",6011
"LVXN01051294.1",5977
"LVXN01049806.1",5967
"LVXN01051211.1",5934
"LVXN01051004.1",5931
"LVXN01051823.1",5920
"LVXN01050491.1",5918
"LVXN01052163.1",5916
"LVXN01049689.1",5901
"LVXN01051983.1",5901
"LVXN01050729.1",5899
"LVXN01050482.1",5879
"LVXN01050106.1",5875
"LVXN01050809.1",5864
"LVXN01052211.1",5860
"LVXN01052088.1",5857
"LVXN01050749.1",5855
"LVXN01050645.1",5852
"LVXN01051105.1",5852
"LVXN01050665.1",5839
"LVXN01051463.1",5828
"LVXN01050854.1",5812
"LVXN01051921.1",5809
"LVXN01050961.1",5807
"LVXN01051333.1",5804
"LVXN01049719.1",5803
"LVXN01051149.1",5788
"LVXN01049879.1",5784
"LVXN01051066.1",5778
"LVXN01052192.1",5772
"LVXN01050722.1",5766
"LVXN01051801.1",5766
"LVXN01052271.1",5766
"LVXN01051344.1",5765
"LVXN01051104.1",5760
"LVXN01050698.1",5737
"LVXN01051057.1",5721
"LVXN01051062.1",5716
"LVXN01051380.1",5706
"LVXN01049576.1",5699
"LVXN01051563.1",5699
"LVXN01049439.1",5695
"LVXN01050869.1",5694
"LVXN01050880.1",5694
"LVXN01051407.1",5679
"LVXN01051319.1",5675
"LVXN01050593.1",5668
"LVXN01052114.1",5666
"LVXN01051604.1",5664
"LVXN01051925.1",5651
"LVXN01049553.1",5647
"LVXN01049601.1",5643
"LVXN01051847.1",5638
"LVXN01051956.1",5632
"LVXN01051870.1",5628
"LVXN01049410.1",5626
"LVXN01049802.1",5622
"LVXN01050777.1",5621
"LVXN01050287.1",5618
"LVXN01051284.1",5617
"LVXN01051472.1",5609
"LVXN01051959.1",5608
"LVXN01049611.1",5604
"LVXN01051569.1",5595
"LVXN01050064.1",5587
"LVXN01049826.1",5579
"LVXN01050361.1",5579
"LVXN01051737.1",5566
"LVXN01049536.1",5549
"LVXN01050159.1",5537
"LVXN01050313.1",5530
"LVXN01049500.1",5527
"LVXN01050396.1",5527
"LVXN01051010.1",5521
"LVXN01051452.1",5519
"LVXN01051469.1",5519
"LVXN01052023.1",5519
"LVXN01050956.1",5516
"LVXN01051880.1",5516
"LVXN01052044.1",5512
"LVXN01049906.1",5497
"LVXN01052134.1",5497
"LVXN01052141.1",5497
"LVXN01052143.1",5496
"LVXN01049874.1",5493
"LVXN01050041.1",5490
"LVXN01049927.1",5477
"LVXN01050909.1",5472
"LVXN01050779.1",5471
"LVXN01050652.1",5463
"LVXN01051971.1",5462
"LVXN01050087.1",5455
"LVXN01052170.1",5452
"LVXN01049899.1",5443
"LVXN01050258.1",5437
"LVXN01051923.1",5435
"LVXN01051791.1",5434
"LVXN01050892.1",5423
"LVXN01050346.1",5417
"LVXN01052263.1",5417
"LVXN01049951.1",5414
"LVXN01051496.1",5414
"LVXN01049631.1",5393
"LVXN01051928.1",5392
"LVXN01049839.1",5388
"LVXN01051460.1",5385
"LVXN01051453.1",5370
"LVXN01051608.1",5367
"LVXN01050132.1",5366
"LVXN01051597.1",5354
"LVXN01051776.1",5351
"LVXN01050312.1",5343
"LVXN01050340.1",5343
"LVXN01051377.1",5329
"LVXN01050326.1",5301
"LVXN01049696.1",5300
"LVXN01050897.1",5298
"LVXN01050123.1",5296
"LVXN01050017.1",5293
"LVXN01049854.1",5290
"LVXN01051068.1",5266
"LVXN01051815.1",5263
"LVXN01050904.1",5261
"LVXN01051960.1",5260
"LVXN01049868.1",5254
"LVXN01050254.1",5246
"LVXN01051616.1",5245
"LVXN01050131.1",5234
"LVXN01052112.1",5231
"LVXN01050184.1",5226
"LVXN01050319.1",5218
"LVXN01051384.1",5218
"LVXN01049775.1",5217
"LVXN01050068.1",5210
"LVXN01050006.1",5194
"LVXN01050007.1",5194
"LVXN01052176.1",5192
"LVXN01050288.1",5189
"LVXN01049894.1",5183
"LVXN01050778.1",5180
"LVXN01051952.1",5174
"LVXN01050664.1",5173
"LVXN01050428.1",5164
"LVXN01052089.1",5164
"LVXN01050284.1",5148
"LVXN01050740.1",5148
"LVXN01051123.1",5148
"LVXN01050181.1",5135
"LVXN01052246.1",5127
"LVXN01050196.1",5122
"LVXN01049669.1",5121
"LVXN01049810.1",5114
"LVXN01050555.1",5114
"LVXN01050434.1",5111
"LVXN01050643.1",5107
"LVXN01052229.1",5106
"LVXN01052278.1",5104
"LVXN01051308.1",5092
"LVXN01051678.1",5091
"LVXN01049992.1",5088
"LVXN01051634.1",5075
"LVXN01051902.1",5075
"LVXN01050163.1",5069
"LVXN01049528.1",5064
"LVXN01051985.1",5061
"LVXN01050738.1",5060
"LVXN01050901.1",5052
"LVXN01050086.1",5051
"LVXN01049996.1",5050
"LVXN01051661.1",5049
"LVXN01052204.1",5045
"LVXN01051920.1",5035
"LVXN01050919.1",5032
"LVXN01051524.1",5025
"LVXN01051673.1",5025
"LVXN01051999.1",5025
"LVXN01049798.1",5024
"LVXN01051681.1",5021
"LVXN01051647.1",5019
"LVXN01051236.1",5016
"LVXN01052237.1",5014
"LVXN01050662.1",5009
"LVXN01051703.1",5007
"LVXN01052048.1",5007
"LVXN01050121.1",4999
"LVXN01051533.1",4999
"LVXN01051572.1",4998
"LVXN01049836.1",4997
"LVXN01051467.1",4995
"LVXN01049714.1",4991
"LVXN01050036.1",4989
"LVXN01050929.1",4988
"LVXN01050304.1",4987
"LVXN01050322.1",4985
"LVXN01052165.1",4979
"LVXN01050397.1",4975
"LVXN01051612.1",4970
"LVXN01049477.1",4957
"LVXN01051657.1",4953
"LVXN01049889.1",4951
"LVXN01050795.1",4945
"LVXN01051334.1",4938
"LVXN01051495.1",4938
"LVXN01051296.1",4937
"LVXN01050676.1",4936
"LVXN01050136.1",4934
"LVXN01052171.1",4933
"LVXN01051715.1",4924
"LVXN01051764.1",4924
"LVXN01052127.1",4922
"LVXN01049853.1",4920
"LVXN01050926.1",4918
"LVXN01051432.1",4915
"LVXN01050078.1",4914
"LVXN01049746.1",4910
"LVXN01050734.1",4905
"LVXN01050208.1",4904
"LVXN01052073.1",4897
"LVXN01050852.1",4892
"LVXN01052064.1",4891
"LVXN01052187.1",4891
"LVXN01051180.1",4888
"LVXN01050321.1",4887
"LVXN01051547.1",4875
"LVXN01052131.1",4873
"LVXN01050093.1",4872
"LVXN01049486.1",4867
"LVXN01050581.1",4855
"LVXN01050112.1",4852
"LVXN01050220.1",4852
"LVXN01051726.1",4851
"LVXN01050595.1",4846
"LVXN01051391.1",4840
"LVXN01049497.1",4839
"LVXN01049790.1",4838
"LVXN01050970.1",4834
"LVXN01051260.1",4829
"LVXN01052159.1",4827
"LVXN01050000.1",4826
"LVXN01052249.1",4822
"LVXN01051782.1",4818
"LVXN01050365.1",4815
"LVXN01051424.1",4808
"LVXN01050194.1",4807
"LVXN01051872.1",4807
"LVXN01051969.1",4797
"LVXN01050887.1",4790
"LVXN01050242.1",4786
"LVXN01049413.1",4781
"LVXN01051100.1",4775
"LVXN01052032.1",4769
"LVXN01051484.1",4766
"LVXN01051717.1",4764
"LVXN01051420.1",4761
"LVXN01049509.1",4755
"LVXN01049989.1",4751
"LVXN01049944.1",4740
"LVXN01049674.1",4728
"LVXN01049784.1",4726
"LVXN01051287.1",4724
"LVXN01051209.1",4720
"LVXN01050094.1",4710
"LVXN01049982.1",4709
"LVXN01050305.1",4708
"LVXN01051848.1",4706
"LVXN01051922.1",4706
"LVXN01052220.1",4701
"LVXN01049911.1",4699
"LVXN01051523.1",4691
"LVXN01051990.1",4691
"LVXN01050851.1",4689
"LVXN01050889.1",4689
"LVXN01049761.1",4685
"LVXN01051758.1",4684
"LVXN01051636.1",4683
"LVXN01049792.1",4680
"LVXN01049527.1",4678
"LVXN01050105.1",4678
"LVXN01050764.1",4668
"LVXN01052066.1",4664
"LVXN01050584.1",4663
"LVXN01051088.1",4656
"LVXN01049415.1",4655
"LVXN01049418.1",4654
"LVXN01049816.1",4653
"LVXN01051169.1",4653
"LVXN01049787.1",4647
"LVXN01049955.1",4646
"LVXN01051593.1",4641
"LVXN01051979.1",4640
"LVXN01050411.1",4634
"LVXN01051135.1",4634
"LVXN01051281.1",4634
"LVXN01050281.1",4633
"LVXN01050579.1",4633
"LVXN01051568.1",4629
"LVXN01051639.1",4625
"LVXN01050585.1",4616
"LVXN01050374.1",4612
"LVXN01051160.1",4611
"LVXN01050905.1",4609
"LVXN01051435.1",4608
"LVXN01051438.1",4608
"LVXN01050308.1",4600
"LVXN01049431.1",4598
"LVXN01050241.1",4596
"LVXN01049556.1",4586
"LVXN01050188.1",4585
"LVXN01050673.1",4570
"LVXN01049408.1",4565
"LVXN01050583.1",4565
"LVXN01049779.1",4561
"LVXN01052041.1",4560
"LVXN01051302.1",4555
"LVXN01051386.1",4553
"LVXN01050139.1",4552
"LVXN01051637.1",4552
"LVXN01051017.1",4547
"LVXN01051628.1",4546
"LVXN01051756.1",4546
"LVXN01049652.1",4544
"LVXN01050231.1",4543
"LVXN01049877.1",4541
"LVXN01051833.1",4539
"LVXN01052315.1",4538
"LVXN01051982.1",4535
"LVXN01049765.1",4534
"LVXN01051019.1",4534
"LVXN01051101.1",4523
"LVXN01052316.1",4516
"LVXN01050923.1",4515
"LVXN01050577.1",4511
"LVXN01051804.1",4511
"LVXN01050792.1",4510
"LVXN01052166.1",4510
"LVXN01052068.1",4507
"LVXN01049578.1",4498
"LVXN01050003.1",4498
"LVXN01049627.1",4494
"LVXN01051257.1",4494
"LVXN01051274.1",4490
"LVXN01051345.1",4482
"LVXN01051245.1",4480
"LVXN01049799.1",4476
"LVXN01051064.1",4475
"LVXN01050644.1",4473
"LVXN01052303.1",4472
"LVXN01049512.1",4471
"LVXN01052072.1",4466
"LVXN01050144.1",4462
"LVXN01051580.1",4459
"LVXN01050173.1",4457
"LVXN01051972.1",4457
"LVXN01049498.1",4454
"LVXN01052038.1",4451
"LVXN01049409.1",4446
"LVXN01049587.1",4441
"LVXN01051086.1",4436
"LVXN01049588.1",4434
"LVXN01049789.1",4433
"LVXN01051203.1",4433
"LVXN01050067.1",4423
"LVXN01052339.1",4423
"LVXN01051186.1",4421
"LVXN01050872.1",4412
"LVXN01051943.1",4412
"LVXN01051491.1",4407
"LVXN01050635.1",4406
"LVXN01050020.1",4404
"LVXN01050487.1",4403
"LVXN01050651.1",4402
"LVXN01051370.1",4402
"LVXN01052189.1",4402
"LVXN01050307.1",4399
"LVXN01049959.1",4395
"LVXN01050888.1",4387
"LVXN01049937.1",4384
"LVXN01049564.1",4383
"LVXN01049534.1",4376
"LVXN01050141.1",4375
"LVXN01051723.1",4372
"LVXN01049463.1",4365
"LVXN01050446.1",4364
"LVXN01051046.1",4364
"LVXN01049405.1",4363
"LVXN01052093.1",4363
"LVXN01049667.1",4356
"LVXN01050443.1",4343
"LVXN01052106.1",4338
"LVXN01051295.1",4325
"LVXN01049581.1",4321
"LVXN01049495.1",4318
"LVXN01051324.1",4315
"LVXN01049531.1",4306
"LVXN01049620.1",4305
"LVXN01051280.1",4303
"LVXN01050236.1",4299
"LVXN01051512.1",4299
"LVXN01050314.1",4295
"LVXN01051963.1",4294
"LVXN01050408.1",4292
"LVXN01051638.1",4290
"LVXN01049671.1",4278
"LVXN01052139.1",4276
"LVXN01049618.1",4275
"LVXN01051456.1",4275
"LVXN01050666.1",4268
"LVXN01051023.1",4266
"LVXN01051214.1",4261
"LVXN01051945.1",4259
"LVXN01050345.1",4253
