"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","num_reads_mouse_1_female_mat_bl6","num_reads_mouse_2_female_mat_bl6","num_reads_mouse_4_female_mat_bl6","num_reads_mouse_7_male_mat_bl6","num_reads_mouse_8_male_mat_bl6","num_reads_mouse_1_female_pat_cast","num_reads_mouse_2_female_pat_cast","num_reads_mouse_4_female_pat_cast","num_reads_mouse_7_male_pat_cast","num_reads_mouse_8_male_pat_cast"
"Gpr173","ENSMUSG00000056679","X","MGP_CASTEiJ_G0035152","X",0,0,0,0,0,0,0,0,0,0
"Gpr174","ENSMUSG00000073008","X","MGP_CASTEiJ_G0034976","X",0,0,0,0,0,0,0,0,0,0
"Gpr34","ENSMUSG00000040229","X","MGP_CASTEiJ_G0034553","X",0,2,0,2,3,0,0,0,0,1
"Gpr50","ENSMUSG00000056380","X","MGP_CASTEiJ_G0034750","X",0,0,0,6,1,0,0,0,2,0
"Gpr82","ENSMUSG00000047678","X","MGP_CASTEiJ_G0034554","X",0,0,0,0,0,0,0,0,0,0
"Gprasp1","ENSMUSG00000043384","X","MGP_CASTEiJ_G0035054","X",335,412,281,320,324,74,70,57,34,54
"Gprasp2","ENSMUSG00000072966","X","MGP_CASTEiJ_G0035056","X",23,29,16,13,14,3,3,2,2,0
"Gria3","ENSMUSG00000001986","X","MGP_CASTEiJ_G0034636","X",0,0,0,0,0,0,1,0,0,0
"Gripap1","ENSMUSG00000031153","X","MGP_CASTEiJ_G0034507","X",196,241,172,215,240,11,11,12,15,23
"Grpr","ENSMUSG00000031364","X","MGP_CASTEiJ_G0035203","X",0,0,0,0,0,0,0,0,0,0
"Gspt2","ENSMUSG00000071723","X","MGP_CASTEiJ_G0034877","X",15,14,11,8,12,2,4,0,0,3
"Gucy2f","ENSMUSG00000042282","X","MGP_CASTEiJ_G0035114","X",0,0,0,0,0,0,0,0,0,0
"Haus7","ENSMUSG00000031371","X","MGP_CASTEiJ_G0034772","X",35,28,40,38,41,6,7,8,5,10
"Hccs","ENSMUSG00000031352","X","MGP_CASTEiJ_G0035235","X",159,117,113,147,119,10,11,10,12,11
"Hcfc1","ENSMUSG00000031386","X","MGP_CASTEiJ_G0034790","X",506,567,339,541,568,134,169,154,144,152
"Hdac6","ENSMUSG00000031161","X","MGP_CASTEiJ_G0034518","X",171,233,178,356,435,17,10,4,18,20
"Hdac8","ENSMUSG00000067567","X","MGP_CASTEiJ_G0034937","X",2,1,4,5,4,0,0,1,1,3
"Hdx","ENSMUSG00000034551","X","MGP_CASTEiJ_G0034991","X",0,0,0,0,0,0,0,0,0,0
"Heph","ENSMUSG00000031209","X","MGP_CASTEiJ_G0034890","X",1,2,9,7,4,1,0,0,0,0
"Hmgb3","ENSMUSG00000015217","X","MGP_CASTEiJ_G0034749","X",247,249,203,313,313,3,3,1,3,1
"Hmgn5","ENSMUSG00000031245","X","MGP_CASTEiJ_G0034984","X",103,131,63,90,105,11,14,19,5,19
"Hnrnph2","ENSMUSG00000045427","X","MGP_CASTEiJ_G0026216","3",2211,2352,1464,1968,1823,0,0,0,0,0
"Hprt","ENSMUSG00000025630","X","MGP_CASTEiJ_G0034683","X",261,314,189,290,264,18,28,25,22,20
"Hs6st2","ENSMUSG00000062184","X","MGP_CASTEiJ_G0034676","X",0,0,0,0,0,0,0,0,0,0
"Hsd17b10","ENSMUSG00000025260","X","MGP_CASTEiJ_G0035146","X",287,394,215,358,403,34,56,45,37,58
"Hsf3","ENSMUSG00000045802","X","MGP_CASTEiJ_G0034889","X",0,0,1,0,0,0,0,0,0,0
"Htatsf1","ENSMUSG00000067873","X","MGP_CASTEiJ_G0034709","X",132,182,129,231,269,23,40,34,32,50
"Htr2c","ENSMUSG00000041380","X","MGP_CASTEiJ_G0035130","X",0,0,0,0,0,0,0,0,0,0
"Huwe1","ENSMUSG00000025261","X","MGP_CASTEiJ_G0035145","X",897,1043,787,1189,1309,76,104,119,94,126
"Idh3g","ENSMUSG00000002010","X","MGP_CASTEiJ_G0034782","X",449,504,297,511,571,9,7,18,12,18
"Ids","ENSMUSG00000035847","X","MGP_CASTEiJ_G0034741","X",863,1093,615,667,647,71,114,75,50,54
"Igbp1","ENSMUSG00000031221","X","MGP_CASTEiJ_G0034905","X",73,105,63,80,84,23,32,20,20,20
"Igsf1","ENSMUSG00000031111","X","MGP_CASTEiJ_G0034668","X",2,6,1,11,4,0,0,0,0,0
"Ikbkg","ENSMUSG00000004221","X","MGP_CASTEiJ_G0034809","X",172,208,138,159,195,56,58,64,34,60
"Il13ra1","ENSMUSG00000017057","X","MGP_CASTEiJ_G0034595","X",9,8,16,16,18,0,1,0,0,1
"Il13ra2","ENSMUSG00000031289","X","MGP_CASTEiJ_G0035131","X",0,0,0,1,0,0,0,0,0,0
"Il1rapl1","ENSMUSG00000052372","X","MGP_CASTEiJ_G0034858","X",0,0,0,0,0,0,0,0,0,0
"Il1rapl2","ENSMUSG00000059203","X","MGP_CASTEiJ_G0035083","X",0,0,0,0,0,0,0,0,0,0
"Il2rg","ENSMUSG00000031304","X","MGP_CASTEiJ_G0034920","X",2,5,1,3,0,0,0,0,0,0
"Iqsec2","ENSMUSG00000041115","X","MGP_CASTEiJ_G0035149","X",61,83,55,73,79,11,23,12,16,13
"Irak1","ENSMUSG00000031392","X","MGP_CASTEiJ_G0034791","X",156,222,167,250,273,26,21,28,32,42
"Irs4","ENSMUSG00000054667","X","MGP_CASTEiJ_G0035112","X",0,0,1,0,1,0,0,0,0,0
"Itgb1bp2","ENSMUSG00000031312","X","MGP_CASTEiJ_G0034926","X",0,6,1,0,3,0,0,2,0,0
"Itm2a","ENSMUSG00000031239","X","MGP_CASTEiJ_G0034977","X",22,30,15,25,27,1,2,2,0,0
"Jade3","ENSMUSG00000037315","X","MGP_CASTEiJ_G0034569","X",201,165,135,314,339,32,34,14,39,57
"Jpx","ENSMUSG00000097571","X","MGP_CASTEiJ_G0007377","X",64,70,66,18,44,0,4,3,0,1
"Kantr","ENSMUSG00000087403","X","MGP_CASTEiJ_G0007393","X",29,42,20,18,18,0,0,0,0,0
"Kcnd1","ENSMUSG00000009731","X","MGP_CASTEiJ_G0034508","X",0,0,1,4,0,1,1,0,0,1
"Kcne1l","ENSMUSG00000090122","X","MGP_CASTEiJ_G0035116","X",2,0,0,0,0,0,0,0,0,0
"Kctd12b","ENSMUSG00000041633","X","MGP_CASTEiJ_G0035162","X",26,10,8,14,11,4,1,1,2,2
"Kdm5c","ENSMUSG00000025332","X","MGP_CASTEiJ_G0035150","X",369,361,276,337,350,162,188,181,52,59
"Kif4","ENSMUSG00000034311","X","MGP_CASTEiJ_G0034911","X",16,3,3,5,4,0,0,0,0,0
"Kis2","ENSMUSG00000086173","X","MGP_CASTEiJ_G0015091","X",0,0,0,0,0,0,0,0,0,0
"Klf8","ENSMUSG00000041649","X","MGP_CASTEiJ_G0035160","X",7,23,8,12,20,9,13,17,10,16
"Klhl13","ENSMUSG00000036782","X","MGP_CASTEiJ_G0034590","X",58,50,48,41,60,25,15,25,14,16
"Klhl15","ENSMUSG00000043929","X","MGP_CASTEiJ_G0034873","X",64,42,36,72,56,7,16,16,8,7
"Klhl34","ENSMUSG00000047485","X","MGP_CASTEiJ_G0035178","X",0,0,0,0,0,0,0,0,0,0
"Klhl4","ENSMUSG00000025597","X","MGP_CASTEiJ_G0035002","X",0,0,0,0,0,0,0,0,0,0
"L1cam","ENSMUSG00000031391","X","MGP_CASTEiJ_G0034785","X",79,86,49,70,82,17,8,6,9,6
"Lage3","ENSMUSG00000015289","X","MGP_CASTEiJ_G0034805","X",76,76,38,78,81,0,3,1,1,0
"Lamp2","ENSMUSG00000016534","X","MGP_CASTEiJ_G0034629","X",575,614,478,751,682,83,110,76,62,99
"Lancl3","ENSMUSG00000047344","X","MGP_CASTEiJ_G0034532","X",3,2,1,0,0,0,0,0,0,0
"Las1l","ENSMUSG00000057421","X","MGP_CASTEiJ_G0034886","X",188,229,121,201,187,25,51,23,45,46
"Ldoc1","ENSMUSG00000057615","X","MGP_CASTEiJ_G0034725","X",0,0,0,0,0,0,0,0,0,0
"Lhfpl1","ENSMUSG00000041700","X","MGP_CASTEiJ_G0035128","X",0,0,0,0,0,0,0,0,0,0
"Lonrf3","ENSMUSG00000016239","X","MGP_CASTEiJ_G0034597","X",0,0,1,1,0,0,0,0,7,8
"Lpar4","ENSMUSG00000049929","X","MGP_CASTEiJ_G0034973","X",42,36,25,71,106,0,2,9,2,3
"Lrch2","ENSMUSG00000031290","X","MGP_CASTEiJ_G0035132","X",0,0,1,0,0,0,0,0,0,0
"Magea10","ENSMUSG00000043453","X","MGP_CASTEiJ_G0034758","X",0,0,0,0,0,0,0,0,0,0
"Magea4","ENSMUSG00000033343","X","MGP_CASTEiJ_G0034756","X",0,0,0,2,1,0,0,0,0,0
"Mageb18","ENSMUSG00000067649","X","MGP_CASTEiJ_G0034865","X",0,0,0,0,0,0,0,0,0,0
"Mageb5","ENSMUSG00000061392","X","MGP_CASTEiJ_G0034864","X",0,0,0,0,0,0,0,0,0,0
"Maged1","ENSMUSG00000025151","X","MGP_CASTEiJ_G0034876","X",827,1005,612,1033,1197,461,532,495,552,575
"Maged2","ENSMUSG00000025268","X","MGP_CASTEiJ_G0035138","X",163,163,87,247,271,18,20,15,25,30
"Magee1","ENSMUSG00000031227","X","MGP_CASTEiJ_G0034958","X",25,27,17,15,17,0,8,4,4,2
"Magee2","ENSMUSG00000031224","X","MGP_CASTEiJ_G0034956","X",0,0,0,0,0,0,0,0,0,0
"Mageh1","ENSMUSG00000047238","X","MGP_CASTEiJ_G0035157","X",68,109,65,125,115,26,30,18,37,29
"Magix","ENSMUSG00000031147","X","MGP_CASTEiJ_G0034501","X",36,47,43,60,53,4,3,5,4,1
"Magt1","ENSMUSG00000031232","X","MGP_CASTEiJ_G0034963","X",130,135,113,130,150,48,54,34,30,40
"Mamld1","ENSMUSG00000059401","X","MGP_CASTEiJ_G0034745","X",10,6,7,16,24,0,2,0,0,8
"Maoa","ENSMUSG00000025037","X","MGP_CASTEiJ_G0034558","X",34,36,27,37,58,5,3,7,0,4
"Maob","ENSMUSG00000040147","X","MGP_CASTEiJ_G0034559","X",507,535,415,521,506,35,22,18,21,26
"Map3k15","ENSMUSG00000031303","X","MGP_CASTEiJ_G0035186","X",12,22,10,18,16,0,4,0,0,1
"Map7d2","ENSMUSG00000041020","X","MGP_CASTEiJ_G0035183","X",0,0,0,0,0,0,0,0,0,0
"Mbnl3","ENSMUSG00000036109","X","MGP_CASTEiJ_G0034675","X",6,21,6,24,28,3,1,1,0,2
"Mbtps2","ENSMUSG00000046873","X","MGP_CASTEiJ_G0035175","X",49,69,46,50,58,35,33,33,24,35
"Mcf2","ENSMUSG00000031139","X","MGP_CASTEiJ_G0034720","X",0,0,0,0,0,0,0,0,0,0
"Mecp2","ENSMUSG00000031393","X","MGP_CASTEiJ_G0034792","X",269,287,276,255,266,42,61,42,40,53
"Med12","ENSMUSG00000079487","X","MGP_CASTEiJ_G0034921","X",196,251,175,207,275,26,21,25,16,20
"Med14","ENSMUSG00000064127","X","MGP_CASTEiJ_G0034548","X",130,112,101,83,116,15,23,26,12,12
"Mid1ip1","ENSMUSG00000008035","X","MGP_CASTEiJ_G0034544","X",2,1,94,1,10,5,6,2,9,16
"Mid2","ENSMUSG00000000266","X","MGP_CASTEiJ_G0035104","X",200,179,129,154,172,71,85,67,74,82
"Mir105","ENSMUSG00000077847","X","MGP_CASTEiJ_G0009048","X",0,0,0,0,0,0,0,0,0,0
"Mir106a","ENSMUSG00000065456","X","MGP_CASTEiJ_G0009012","X",0,0,0,0,0,0,0,0,0,0
"Mir1198","ENSMUSG00000080645","X","MGP_CASTEiJ_G0008992","X",0,0,0,0,0,0,0,0,0,0
"Mir1264","ENSMUSG00000093122","X","MGP_CASTEiJ_G0009086","X",0,0,0,0,0,0,0,0,0,0
"Mir1298","ENSMUSG00000080331","X","MGP_CASTEiJ_G0009087","X",0,0,0,0,0,0,0,0,0,0
"Mir188","ENSMUSG00000065398","X","MGP_CASTEiJ_G0008990","X",0,0,0,0,0,0,0,0,0,0
"Mir18b","ENSMUSG00000077111","X","MGP_CASTEiJ_G0009011","X",0,0,0,0,0,0,0,0,0,0
"Mir1906-2","ENSMUSG00000084559","X","MGP_CASTEiJ_G0007764","12",0,0,0,0,0,0,0,0,0,0
"Mir1912","ENSMUSG00000093039","X","MGP_CASTEiJ_G0009085","X",0,0,0,0,0,0,0,0,0,0
"Mir1970","ENSMUSG00000088464","X","MGP_CASTEiJ_G0009077","X",0,0,0,0,0,0,0,0,0,0
"Mir19b-2","ENSMUSG00000065473","X","MGP_CASTEiJ_G0009009","X",0,0,0,0,0,0,0,0,0,0
"Mir201","ENSMUSG00000065404","X","MGP_CASTEiJ_G0009041","X",0,0,0,0,0,0,0,0,0,0
"Mir20b","ENSMUSG00000076041","X","MGP_CASTEiJ_G0009010","X",0,0,0,0,0,0,0,0,0,0
"Mir2137","ENSMUSG00000089357","X","MGP_CASTEiJ_G0009049","X",0,0,0,0,0,0,0,0,0,0
"Mir221","ENSMUSG00000065422","X","MGP_CASTEiJ_G0008995","X",2,0,1,0,2,0,0,0,0,0
"Mir222","ENSMUSG00000065471","X","MGP_CASTEiJ_G0008996","X",0,0,0,0,0,0,0,0,0,0
"Mir223","ENSMUSG00000076066","X","MGP_CASTEiJ_G0009058","X",0,0,0,0,0,0,0,0,0,0
"Mir224","ENSMUSG00000065542","X","MGP_CASTEiJ_G0009045","X",0,0,0,0,0,0,0,0,0,0
"Mir3112","ENSMUSG00000093172","X","MGP_CASTEiJ_G0009074","X",0,0,0,0,0,0,0,0,0,0
"Mir3113","ENSMUSG00000093219","X","MGP_CASTEiJ_G0009091","X",0,0,0,0,0,0,0,0,0,0
"Mir322","ENSMUSG00000065418","X","MGP_CASTEiJ_G0009019","X",0,0,0,0,0,0,0,0,0,0
"Mir325","ENSMUSG00000065425","X","MGP_CASTEiJ_G0009069","X",0,0,0,0,0,0,0,0,0,0
"Mir3475","ENSMUSG00000093102","X","MGP_CASTEiJ_G0009079","X",0,0,0,0,0,0,0,0,0,0
"Mir351","ENSMUSG00000065503","X","MGP_CASTEiJ_G0009017","X",0,0,1,0,0,0,0,0,0,0
"Mir361","ENSMUSG00000065510","X","MGP_CASTEiJ_G0009072","X",0,0,0,0,0,0,0,0,0,0
"Mir362","ENSMUSG00000070100","X","MGP_CASTEiJ_G0008989","X",0,0,0,0,0,0,0,0,0,0
"Mir3620","ENSMUSG00000099172","X","MGP_CASTEiJ_G0009090","X",0,0,0,0,0,0,0,0,0,0
"Mir363","ENSMUSG00000070106","X","MGP_CASTEiJ_G0008602","5",0,0,0,0,0,0,0,0,0,0
"Mir374b","ENSMUSG00000076269","X","MGP_CASTEiJ_G0009064","X",0,0,0,0,0,0,0,0,0,0
"Mir374c","ENSMUSG00000106465","X","MGP_CASTEiJ_G0009065","X",0,0,0,0,0,0,0,0,0,0
"Mir384","ENSMUSG00000065499","X","MGP_CASTEiJ_G0009068","X",0,0,0,0,0,0,0,0,0,0
"Mir421","ENSMUSG00000065509","X","MGP_CASTEiJ_G0009063","X",0,0,0,0,0,0,0,0,0,0
"Mir448","ENSMUSG00000065450","X","MGP_CASTEiJ_G0009089","X",0,0,0,0,0,0,0,0,0,0
"Mir450-1","ENSMUSG00000065486","X","MGP_CASTEiJ_G0009014","X",0,0,0,0,0,0,0,0,0,0
"Mir450-2","ENSMUSG00000076399","X","MGP_CASTEiJ_G0009015","X",0,0,0,0,0,0,0,0,0,0
"Mir450b","ENSMUSG00000076050","X","MGP_CASTEiJ_G0009013","X",0,0,0,0,0,0,0,0,0,0
"Mir452","ENSMUSG00000070138","X","MGP_CASTEiJ_G0009046","X",0,0,0,0,0,0,0,0,0,0
"Mir463","ENSMUSG00000070078","X","MGP_CASTEiJ_G0009032","X",0,0,0,0,0,0,0,0,0,0
"Mir465","ENSMUSG00000070071","X","MGP_CASTEiJ_G0009040","X",0,0,0,0,0,0,0,0,0,0
"Mir465d","ENSMUSG00000106642","X","MGP_CASTEiJ_G0009038","X",0,0,0,0,0,0,0,0,0,0
"Mir470","ENSMUSG00000070073","X","MGP_CASTEiJ_G0009037","X",0,0,0,0,0,0,0,0,0,0
"Mir471","ENSMUSG00000070104","X","MGP_CASTEiJ_G0009030","X",0,0,0,0,0,0,0,0,0,0
"Mir500","ENSMUSG00000070108","X","MGP_CASTEiJ_G0008987","X",0,0,0,0,0,0,0,0,0,0
"Mir501","ENSMUSG00000076251","X","MGP_CASTEiJ_G0008988","X",0,0,0,0,0,0,0,0,0,0
"Mir503","ENSMUSG00000076122","X","MGP_CASTEiJ_G0009018","X",0,0,0,0,1,0,0,0,0,0
"Mir504","ENSMUSG00000070110","X","MGP_CASTEiJ_G0009021","X",0,0,0,0,0,0,0,0,0,0
"Mir505","ENSMUSG00000070081","X","MGP_CASTEiJ_G0009023","X",0,0,0,0,0,0,0,0,0,0
"Mir509","ENSMUSG00000106233","X","MGP_CASTEiJ_G0009043","X",0,0,0,0,0,0,0,0,0,0
"Mir5116","ENSMUSG00000092787","X","MGP_CASTEiJ_G0009020","X",0,0,0,0,0,0,0,0,0,0
"Mir5132","ENSMUSG00000092907","X","MGP_CASTEiJ_G0009050","X",0,0,0,0,0,0,0,0,0,0
"Mir532","ENSMUSG00000070139","X","MGP_CASTEiJ_G0008991","X",0,0,0,0,0,0,0,0,0,0
"Mir542","ENSMUSG00000076140","X","MGP_CASTEiJ_G0009016","X",0,0,0,0,0,0,0,0,0,0
"Mir547","ENSMUSG00000076005","X","MGP_CASTEiJ_G0009042","X",0,0,0,0,0,0,0,0,0,0
"Mir5617","ENSMUSG00000093408","X","MGP_CASTEiJ_G0008998","X",0,0,0,0,0,0,0,0,0,0
"Mir6383","ENSMUSG00000098493","X","MGP_CASTEiJ_G0009078","X",0,0,0,0,0,0,0,0,0,0
"Mir6384","ENSMUSG00000105738","X","MGP_CASTEiJ_G0009007","X",0,0,0,0,0,0,0,0,0,0
"Mir652","ENSMUSG00000076011","X","MGP_CASTEiJ_G0009080","X",0,0,0,0,0,0,0,0,0,0
"Mir672","ENSMUSG00000076286","X","MGP_CASTEiJ_G0009067","X",2,0,0,1,0,0,0,0,0,0
"Mir676","ENSMUSG00000076398","X","MGP_CASTEiJ_G0009060","X",0,0,0,0,0,0,0,0,0,0
"Mir7091","ENSMUSG00000099226","X","MGP_CASTEiJ_G0009052","X",0,0,0,0,0,0,0,0,0,0
"Mir7092","ENSMUSG00000106409","X","MGP_CASTEiJ_G0009053","X",0,0,0,0,0,0,0,0,0,0
"Mir7093","ENSMUSG00000099272","X","MGP_CASTEiJ_G0009075","X",0,0,0,0,0,0,0,0,0,0
"Mir717","ENSMUSG00000076214","X","MGP_CASTEiJ_G0009008","X",0,0,0,0,0,0,0,0,0,0
"Mir718","ENSMUSG00000076127","X","MGP_CASTEiJ_G0009051","X",0,0,0,0,0,0,0,0,0,0
"Mir741","ENSMUSG00000077119","X","MGP_CASTEiJ_G0009031","X",0,0,0,0,0,0,0,0,0,0
"Mir742","ENSMUSG00000077092","X","MGP_CASTEiJ_G0009027","X",0,0,0,0,0,0,0,0,0,0
"Mir743","ENSMUSG00000077127","X","MGP_CASTEiJ_G0009025","X",0,0,0,0,0,0,0,0,0,0
"Mir764","ENSMUSG00000076458","X","MGP_CASTEiJ_G0009084","X",0,0,0,0,0,0,0,0,0,0
"Mir7646","ENSMUSG00000106264","X","MGP_CASTEiJ_G0009076","X",0,0,0,0,0,0,0,0,0,0
"Mir767","ENSMUSG00000076455","X","MGP_CASTEiJ_G0009047","X",0,0,0,0,0,0,0,0,0,0
"Mir7673","ENSMUSG00000099072","X","MGP_CASTEiJ_G0009056","X",0,0,0,0,0,0,0,0,0,0
"Mir878","ENSMUSG00000077872","X","MGP_CASTEiJ_G0009034","X",0,0,0,0,0,0,0,0,0,0
"Mir880","ENSMUSG00000078002","X","MGP_CASTEiJ_G0009033","X",0,0,0,0,0,0,0,0,0,0
"Mir881","ENSMUSG00000078038","X","MGP_CASTEiJ_G0009035","X",0,0,0,0,0,0,0,0,0,0
"Mir883a","ENSMUSG00000078017","X","MGP_CASTEiJ_G0009028","X",0,0,0,0,0,0,0,0,0,0
"Mir883b","ENSMUSG00000078024","X","MGP_CASTEiJ_G0009029","X",0,0,0,0,0,0,0,0,0,0
"Mir92-2","ENSMUSG00000065613","X","MGP_CASTEiJ_G0008601","5",0,0,0,0,0,0,0,0,0,0
"Mir98","ENSMUSG00000065536","X","MGP_CASTEiJ_G0009093","X",0,0,0,0,0,0,0,0,0,0
"Mirlet7f-2","ENSMUSG00000065602","X","MGP_CASTEiJ_G0009092","X",0,0,0,0,0,0,0,0,0,0
"Mmgt1","ENSMUSG00000061273","X","MGP_CASTEiJ_G0034703","X",160,144,105,154,164,20,38,30,27,47
"Morc4","ENSMUSG00000031434","X","MGP_CASTEiJ_G0035097","X",150,173,89,167,151,61,55,49,43,60
"Mospd1","ENSMUSG00000023074","X","MGP_CASTEiJ_G0034687","X",69,65,44,71,62,2,1,6,5,1
"Mospd2","ENSMUSG00000061778","X","MGP_CASTEiJ_G0035217","X",92,133,107,111,107,72,62,67,49,52
"Mpp1","ENSMUSG00000031402","X","MGP_CASTEiJ_G0034819","X",49,83,54,66,49,3,2,3,4,4
"Msl3","ENSMUSG00000031358","X","MGP_CASTEiJ_G0035232","X",81,110,53,102,86,16,17,4,10,7
"Msn","ENSMUSG00000031207","X","MGP_CASTEiJ_G0034887","X",2190,3323,1302,1553,1499,241,393,222,191,201
"Mtcp1","ENSMUSG00000031200","X","MGP_CASTEiJ_G0034824","X",6,4,9,2,7,3,8,2,0,1
"Mtm1","ENSMUSG00000031337","X","MGP_CASTEiJ_G0034746","X",195,196,152,195,212,11,19,15,22,19
"Mtmr1","ENSMUSG00000015214","X","MGP_CASTEiJ_G0034747","X",120,132,122,143,154,17,21,16,18,22
"Mycs","ENSMUSG00000044597","X","MGP_CASTEiJ_G0034483","X",0,0,0,0,0,0,0,0,0,0
"n-R5s7","ENSMUSG00000065689","X","MGP_CASTEiJ_G0035622","X",0,0,0,0,0,0,0,0,0,0
"Naa10","ENSMUSG00000031388","X","MGP_CASTEiJ_G0034788","X",57,39,39,44,66,7,10,9,6,9
"Nap1l2","ENSMUSG00000082229","X","MGP_CASTEiJ_G0034944","X",0,0,0,0,0,0,0,0,0,0
"Nap1l3","ENSMUSG00000055733","X","MGP_CASTEiJ_G0035012","X",5,10,8,9,6,1,4,5,3,3
"Ndp","ENSMUSG00000040138","X","MGP_CASTEiJ_G0034560","X",0,0,0,0,0,0,0,0,0,0
"Ndufa1","ENSMUSG00000016427","X","MGP_CASTEiJ_G0034612","X",0,0,2,0,0,0,1,0,0,1
"Ndufb11","ENSMUSG00000031059","X","MGP_CASTEiJ_G0034571","X",454,551,314,687,607,83,95,77,108,118
"Nhs","ENSMUSG00000059493","X","MGP_CASTEiJ_G0035196","X",0,1,3,1,0,0,0,0,0,1
"Nhsl2","ENSMUSG00000079481","X","MGP_CASTEiJ_G0034931","X",3,1,1,0,1,1,0,0,0,0
"Nkap","ENSMUSG00000016409","X","MGP_CASTEiJ_G0034610","X",91,81,62,78,58,11,18,10,10,9
"Nkrf","ENSMUSG00000044149","X","MGP_CASTEiJ_G0034605","X",6,1,3,3,6,0,0,0,0,0
"Nlgn3","ENSMUSG00000031302","X","MGP_CASTEiJ_G0034922","X",1,2,7,10,18,0,3,1,7,9
"Nox1","ENSMUSG00000031257","X","MGP_CASTEiJ_G0035025","X",0,0,0,0,0,0,0,0,0,0
"Nr0b1","ENSMUSG00000025056","X","MGP_CASTEiJ_G0034857","X",0,0,0,0,0,0,0,0,0,0
"Nrk","ENSMUSG00000052854","X","MGP_CASTEiJ_G0035085","X",0,0,0,0,0,0,0,0,0,0
"Nsdhl","ENSMUSG00000031349","X","MGP_CASTEiJ_G0034762","X",187,197,195,271,271,39,66,48,47,58
"Nudt10","ENSMUSG00000073293","X","MGP_CASTEiJ_G0034485","X",5,6,5,1,4,8,8,10,4,8
"Nup62cl","ENSMUSG00000072944","X","MGP_CASTEiJ_G0035099","X",0,0,0,0,0,0,0,0,0,0
"Nxf2","ENSMUSG00000009941","X","MGP_CASTEiJ_G0035043","X",0,0,0,0,0,0,0,0,0,0
"Nxf3","ENSMUSG00000057000","X","MGP_CASTEiJ_G0035061","X",1,2,1,0,2,0,2,0,0,3
"Nxf7","ENSMUSG00000031410","X","MGP_CASTEiJ_G0035050","X",0,0,0,0,0,0,0,0,0,0
"Nxt2","ENSMUSG00000042271","X","MGP_CASTEiJ_G0035115","X",104,121,88,149,116,5,10,3,10,19
"Nyx","ENSMUSG00000051228","X","MGP_CASTEiJ_G0034551","X",0,6,8,12,13,0,0,0,0,0
"Ocrl","ENSMUSG00000001173","X","MGP_CASTEiJ_G0034649","X",611,525,399,516,569,79,58,75,71,51
"Ofd1","ENSMUSG00000040586","X","MGP_CASTEiJ_G0035222","X",166,196,115,255,237,7,19,16,12,4
"Ogt","ENSMUSG00000034160","X","MGP_CASTEiJ_G0034928","X",641,762,540,393,477,140,169,180,86,106
"Olfr1320","ENSMUSG00000071764","X","MGP_CASTEiJ_G0034666","X",0,0,0,0,0,0,0,0,0,0
"Olfr1321","ENSMUSG00000067971","X","MGP_CASTEiJ_G0034667","X",0,0,0,0,0,0,0,0,0,0
"Olfr1322","ENSMUSG00000056281","X","MGP_CASTEiJ_G0034669","X",0,0,0,0,0,0,0,0,0,0
"Olfr1323","ENSMUSG00000050504","X","MGP_CASTEiJ_G0034670","X",0,0,0,0,0,0,0,0,0,0
"Olfr1324","ENSMUSG00000048173","X","MGP_CASTEiJ_G0034671","X",0,0,0,0,0,0,0,0,0,0
"Olfr1325","ENSMUSG00000051706","X","MGP_CASTEiJ_G0034812","X",0,0,0,0,0,0,0,0,0,0
"Olfr1326-ps1","ENSMUSG00000043715","X","MGP_CASTEiJ_G0034811","X",0,0,0,0,0,0,0,0,0,0
"Ophn1","ENSMUSG00000031214","X","MGP_CASTEiJ_G0034896","X",129,91,81,128,123,22,14,14,21,23
"Opn1mw","ENSMUSG00000031394","X","MGP_CASTEiJ_G0034793","X",0,0,1,0,0,0,0,0,0,0
"Otc","ENSMUSG00000031173","X","MGP_CASTEiJ_G0034542","X",0,0,0,0,0,0,0,0,0,0
"Otud5","ENSMUSG00000031154","X","MGP_CASTEiJ_G0034509","X",170,144,107,142,153,115,147,121,100,102
"Otud6a","ENSMUSG00000051582","X","MGP_CASTEiJ_G0034904","X",0,0,0,0,2,0,0,0,0,0
"P2ry10","ENSMUSG00000050921","X","MGP_CASTEiJ_G0034974","X",0,3,0,2,3,0,1,0,0,0
"P2ry4","ENSMUSG00000044359","X","MGP_CASTEiJ_G0034908","X",0,0,0,0,1,0,0,0,0,0
"Pabpc5","ENSMUSG00000034732","X","MGP_CASTEiJ_G0035010","X",0,0,0,0,0,0,0,0,0,0
"Pak3","ENSMUSG00000031284","X","MGP_CASTEiJ_G0035122","X",1,0,0,0,1,0,0,0,2,0
"Pbdc1","ENSMUSG00000031226","X","MGP_CASTEiJ_G0034957","X",61,65,50,64,82,20,22,20,6,4
"Pbsn","ENSMUSG00000000003","X","MGP_CASTEiJ_G0034839","X",0,0,0,0,0,0,0,0,0,0
"Pcdh11x","ENSMUSG00000034755","X","MGP_CASTEiJ_G0035011","X",0,0,0,0,0,0,0,0,0,0
"Pcdh19","ENSMUSG00000051323","X","MGP_CASTEiJ_G0035019","X",0,0,0,0,0,0,0,0,0,0
"Pcsk1n","ENSMUSG00000039278","X","MGP_CASTEiJ_G0034516","X",0,0,0,0,4,0,0,0,0,1
