"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","num_reads_mouse_1_female_mat_bl6","num_reads_mouse_2_female_mat_bl6","num_reads_mouse_4_female_mat_bl6","num_reads_mouse_7_male_mat_bl6","num_reads_mouse_8_male_mat_bl6","num_reads_mouse_1_female_pat_cast","num_reads_mouse_2_female_pat_cast","num_reads_mouse_4_female_pat_cast","num_reads_mouse_7_male_pat_cast","num_reads_mouse_8_male_pat_cast"
"E4f1","ENSMUSG00000024137","17","MGP_CASTEiJ_G0022527","17",84,131,89,88,100,80,104,122,68,97
"Eaf1","ENSMUSG00000021890","14","MGP_CASTEiJ_G0020390","14",119,161,121,153,150,161,135,144,149,130
"Eaf2","ENSMUSG00000022838","16","MGP_CASTEiJ_G0022049","16",3,1,1,1,5,2,4,2,1,1
"Eapp","ENSMUSG00000054302","12","MGP_CASTEiJ_G0019033","12",44,65,33,46,66,85,82,54,65,60
"Ears2","ENSMUSG00000030871","7","MGP_CASTEiJ_G0031974","7",4,7,4,19,17,12,21,17,9,13
"Ebag9","ENSMUSG00000022339","15","MGP_CASTEiJ_G0021090","15",29,26,26,43,31,27,31,27,35,27
"Ebf1","ENSMUSG00000057098","11","MGP_CASTEiJ_G0017501","11",0,0,0,0,0,0,0,0,0,0
"Ebf2","ENSMUSG00000022053","14","MGP_CASTEiJ_G0020762","14",0,0,0,0,0,0,0,0,0,0
"Ebf3","ENSMUSG00000010476","7","MGP_CASTEiJ_G0032165","7",0,0,0,0,0,0,0,0,0,0
"Ebf4","ENSMUSG00000053552","2","MGP_CASTEiJ_G0025679","2",11,15,7,10,11,33,34,20,28,45
"Ebi3","ENSMUSG00000003206","17","MGP_CASTEiJ_G0023109","17",0,0,0,1,0,0,0,0,3,1
"Ebna1bp2","ENSMUSG00000028729","4","MGP_CASTEiJ_G0027804","4",97,95,58,83,84,81,99,79,83,90
"Ebp","ENSMUSG00000031168","X","MGP_CASTEiJ_G0034526","X",163,257,84,199,242,17,36,19,20,27
"Ebpl","ENSMUSG00000021928","14","MGP_CASTEiJ_G0020698","14",10,14,6,10,15,7,13,12,11,17
"Ecd","ENSMUSG00000021810","14","MGP_CASTEiJ_G0020291","14",109,126,93,148,129,118,115,113,111,89
"Ece1","ENSMUSG00000057530","4","MGP_CASTEiJ_G0028117","4",3060,3856,2136,3031,3138,2707,3364,2617,2781,2818
"Ece2","ENSMUSG00000022842","16","MGP_CASTEiJ_G0021909","16",0,0,0,0,0,4,5,4,7,9
"Ecel1","ENSMUSG00000026247","1","MGP_CASTEiJ_G0015608","1",0,0,0,0,0,0,0,0,0,0
"Ech1","ENSMUSG00000053898","7","MGP_CASTEiJ_G0031002","7",227,316,174,265,249,268,320,261,269,289
"Echdc1","ENSMUSG00000019883","10","MGP_CASTEiJ_G0016451","10",0,1,3,7,6,12,14,20,16,17
"Echdc2","ENSMUSG00000028601","4","MGP_CASTEiJ_G0027681","4",542,488,368,351,368,774,701,660,483,534
"Echdc3","ENSMUSG00000039063","2","MGP_CASTEiJ_G0024526","2",125,84,95,154,146,91,95,97,127,99
"Echs1","ENSMUSG00000025465","7","MGP_CASTEiJ_G0032191","7",858,955,613,1114,1050,949,1019,949,1117,1112
"Eci1","ENSMUSG00000024132","17","MGP_CASTEiJ_G0022525","17",68,83,52,74,86,49,89,57,79,63
"Eci2","ENSMUSG00000021417","13","MGP_CASTEiJ_G0019721","13",59,65,30,25,56,123,120,107,94,83
"Eci3","ENSMUSG00000021416","13","MGP_CASTEiJ_G0019720","13",5,4,2,0,5,23,29,26,22,18
"Ecm1","ENSMUSG00000028108","3","MGP_CASTEiJ_G0026746","3",20,34,23,25,31,20,37,19,29,43
"Ecm2","ENSMUSG00000043631","13","MGP_CASTEiJ_G0019801","13",1,0,0,0,0,0,0,0,1,0
"Ecscr","ENSMUSG00000073599","18","MGP_CASTEiJ_G0023477","18",10,8,2,0,2,2,5,9,0,1
"Ecsit","ENSMUSG00000066839","9","MGP_CASTEiJ_G0033480","9",32,55,38,42,35,38,33,31,28,38
"Ect2","ENSMUSG00000027699","3","MGP_CASTEiJ_G0026276","3",2,0,0,1,0,0,0,0,0,0
"Ect2l","ENSMUSG00000071392","10","MGP_CASTEiJ_G0016379","10",0,0,0,0,2,0,0,0,0,3
"Eda","ENSMUSG00000059327","X","MGP_CASTEiJ_G0034902","X",10,16,10,12,13,2,9,1,0,7
"Eda2r","ENSMUSG00000034457","X","MGP_CASTEiJ_G0034894","X",0,2,0,0,0,1,0,0,0,0
"Edar","ENSMUSG00000003227","10","MGP_CASTEiJ_G0016581","10",13,9,7,12,18,7,22,10,14,9
"Edaradd","ENSMUSG00000095105","13","MGP_CASTEiJ_G0019513","13",1,2,2,2,9,7,11,12,14,17
"Edc3","ENSMUSG00000038957","9","MGP_CASTEiJ_G0033881","9",32,52,30,30,45,25,34,24,31,36
"Edc4","ENSMUSG00000036270","8","MGP_CASTEiJ_G0033076","8",35,43,30,38,50,23,16,18,27,32
"Eddm3b","ENSMUSG00000072575","14","MGP_CASTEiJ_G0020536","14",0,0,2,0,1,1,1,8,13,8
"Edem1","ENSMUSG00000030104","6","MGP_CASTEiJ_G0030190","6",551,612,381,507,545,489,593,570,487,529
"Edem2","ENSMUSG00000038312","2","MGP_CASTEiJ_G0025919","2",63,62,47,55,46,53,74,57,62,75
"Edem3","ENSMUSG00000043019","1","MGP_CASTEiJ_G0015930","1",377,464,356,556,565,266,302,398,442,433
"Edf1","ENSMUSG00000015092","2","MGP_CASTEiJ_G0024651","2",63,107,59,98,103,80,78,87,82,91
"Edil3","ENSMUSG00000034488","13","MGP_CASTEiJ_G0020060","13",2,8,4,8,3,6,7,6,1,2
"Edn1","ENSMUSG00000021367","13","MGP_CASTEiJ_G0019758","13",48,33,25,259,212,65,41,59,314,312
"Edn2","ENSMUSG00000028635","4","MGP_CASTEiJ_G0027835","4",9,12,8,24,61,5,4,2,21,14
"Edn3","ENSMUSG00000027524","2","MGP_CASTEiJ_G0026149","2",75,103,45,59,68,100,127,74,69,53
"Ednra","ENSMUSG00000031616","8","MGP_CASTEiJ_G0032818","8",7,1,2,0,0,7,3,6,1,1
"Ednrb","ENSMUSG00000022122","14","MGP_CASTEiJ_G0020892","14",1,1,3,0,0,0,0,0,0,0
"Edrf1","ENSMUSG00000039990","7","MGP_CASTEiJ_G0032148","7",48,77,47,92,103,56,84,64,86,80
"Eed","ENSMUSG00000030619","7","MGP_CASTEiJ_G0031528","7",63,82,66,64,81,47,48,41,68,46
"Eef1a2","ENSMUSG00000016349","2","MGP_CASTEiJ_G0026186","2",0,0,0,0,0,0,0,0,0,0
"Eef1akmt1","ENSMUSG00000021951","14","MGP_CASTEiJ_G0020669","14",16,24,11,34,29,21,19,12,27,21
"Eef1b2","ENSMUSG00000025967","1","MGP_CASTEiJ_G0015439","1",1269,1375,734,1659,1642,432,421,337,506,589
"Eef1d","ENSMUSG00000055762","15","MGP_CASTEiJ_G0021221","15",349,446,269,364,367,368,413,390,384,313
"Eef1e1","ENSMUSG00000001707","13","MGP_CASTEiJ_G0019739","13",47,62,35,61,73,0,7,4,12,3
"Eef1g","ENSMUSG00000071644","19","MGP_CASTEiJ_G0024034","19",1632,1666,1137,1750,1733,611,606,593,592,683
"Eef2","ENSMUSG00000034994","10","MGP_CASTEiJ_G0016869","10",9886,11077,7567,10657,10081,9022,9761,9573,9240,8710
"Eef2k","ENSMUSG00000035064","7","MGP_CASTEiJ_G0031960","7",6,8,6,5,7,14,13,13,23,18
"Eef2kmt","ENSMUSG00000022544","16","MGP_CASTEiJ_G0021749","16",61,104,57,97,114,72,102,104,105,117
"Eefsec","ENSMUSG00000033216","6","MGP_CASTEiJ_G0030097","6",23,19,9,18,20,19,24,16,25,28
"Eepd1","ENSMUSG00000036611","9","MGP_CASTEiJ_G0033502","9",27,30,27,46,46,114,104,82,113,141
"Efcab1","ENSMUSG00000068617","16","MGP_CASTEiJ_G0021809","16",2,0,0,0,0,0,0,0,1,0
"Efcab10","ENSMUSG00000020562","12","MGP_CASTEiJ_G0018978","12",0,0,0,0,0,0,0,0,0,0
"Efcab11","ENSMUSG00000021176","12","MGP_CASTEiJ_G0019301","12",2,1,0,1,2,1,0,0,1,0
"Efcab12","ENSMUSG00000030321","6","MGP_CASTEiJ_G0030243","6",6,17,4,7,6,14,29,22,24,30
"Efcab14","ENSMUSG00000034210","4","MGP_CASTEiJ_G0027737","4",200,214,145,146,180,235,226,249,182,157
"Efcab2","ENSMUSG00000026495","1","MGP_CASTEiJ_G0016198","1",23,18,14,21,35,28,16,31,23,25
"Efcab3","ENSMUSG00000020690","11","MGP_CASTEiJ_G0018585","11",0,0,0,0,0,0,1,0,0,0
"Efcab5","ENSMUSG00000050944","11","MGP_CASTEiJ_G0018051","11",0,0,0,1,1,5,1,2,3,2
"Efcab6","ENSMUSG00000022441","15","MGP_CASTEiJ_G0021428","15",0,0,0,1,0,0,0,0,0,1
"Efcab7","ENSMUSG00000073791","4","MGP_CASTEiJ_G0027618","4",6,3,6,8,5,28,27,18,40,48
"Efcab9","ENSMUSG00000044056","11","MGP_CASTEiJ_G0017455","11",0,1,0,0,0,4,7,2,6,9
"Efcc1","ENSMUSG00000068263","6","MGP_CASTEiJ_G0030084","6",0,0,0,0,0,1,1,0,1,0
"Efemp1","ENSMUSG00000020467","11","MGP_CASTEiJ_G0017418","11",203,158,141,187,188,314,248,274,230,286
"Efemp2","ENSMUSG00000024909","19","MGP_CASTEiJ_G0023916","19",85,114,71,89,105,71,98,81,105,111
"Efhb","ENSMUSG00000023931","17","MGP_CASTEiJ_G0023093","17",3,1,1,2,6,1,6,5,3,5
"Efhc1","ENSMUSG00000041809","1","MGP_CASTEiJ_G0015226","1",1,7,5,12,6,2,5,4,4,8
"Efhc2","ENSMUSG00000025038","X","MGP_CASTEiJ_G0034561","X",0,0,0,0,1,0,0,0,0,0
"Efhd1","ENSMUSG00000026255","1","MGP_CASTEiJ_G0015613","1",4,5,0,1,8,14,19,14,6,9
"Efhd1os","ENSMUSG00000089821","1","MGP_CASTEiJ_G0002607","1",0,0,0,0,0,0,0,0,0,0
"Efhd2","ENSMUSG00000040659","4","MGP_CASTEiJ_G0028191","4",554,637,305,445,397,305,446,309,319,315
"Efl1","ENSMUSG00000038563","7","MGP_CASTEiJ_G0031476","7",69,83,65,88,103,91,118,106,102,131
"Efna1","ENSMUSG00000027954","3","MGP_CASTEiJ_G0026590","3",284,469,192,270,278,477,743,433,387,472
"Efna2","ENSMUSG00000003070","10","MGP_CASTEiJ_G0016818","10",15,21,18,86,106,15,16,25,75,106
"Efna3","ENSMUSG00000028039","3","MGP_CASTEiJ_G0026591","3",4,7,3,8,5,0,3,12,13,15
"Efna4","ENSMUSG00000028040","3","MGP_CASTEiJ_G0026592","3",12,18,10,9,20,7,6,9,11,9
"Efna5","ENSMUSG00000048915","17","MGP_CASTEiJ_G0023174","17",15,17,6,6,8,43,39,33,37,28
"Efnb1","ENSMUSG00000031217","X","MGP_CASTEiJ_G0034899","X",456,550,298,390,356,32,24,24,34,22
"Efnb2","ENSMUSG00000001300","8","MGP_CASTEiJ_G0032358","8",76,76,73,151,185,68,96,78,192,199
"Efnb3","ENSMUSG00000003934","11","MGP_CASTEiJ_G0017844","11",2,5,6,22,24,4,9,9,21,37
"Efr3a","ENSMUSG00000015002","15","MGP_CASTEiJ_G0021158","15",166,183,160,219,189,174,177,166,177,176
"Efr3b","ENSMUSG00000020658","12","MGP_CASTEiJ_G0018865","12",63,54,43,36,61,30,34,23,22,36
"Efs","ENSMUSG00000022203","14","MGP_CASTEiJ_G0020593","14",8,4,3,8,4,7,5,9,4,12
"Eftud2","ENSMUSG00000020929","11","MGP_CASTEiJ_G0018551","11",188,255,155,234,231,244,227,215,209,217
"Egf","ENSMUSG00000028017","3","MGP_CASTEiJ_G0027028","3",0,1,5,3,4,2,2,4,3,7
"Egfem1","ENSMUSG00000063600","3","MGP_CASTEiJ_G0026287","3",0,0,0,0,0,0,0,0,0,0
"Egfl6","ENSMUSG00000000402","X","MGP_CASTEiJ_G0035226","X",5167,5591,4291,6713,7354,584,698,693,676,913
"Egfl7","ENSMUSG00000026921","2","MGP_CASTEiJ_G0024688","2",33,22,19,7,13,21,37,27,7,9
"Egfl8","ENSMUSG00000015467","17","MGP_CASTEiJ_G0022808","17",2,0,1,4,6,0,0,2,3,3
"Egflam","ENSMUSG00000042961","15","MGP_CASTEiJ_G0020961","15",13,12,5,8,1,22,29,19,24,12
"Egfr","ENSMUSG00000020122","11","MGP_CASTEiJ_G0017368","11",102,158,55,47,60,114,145,119,89,71
"Egfros","ENSMUSG00000085091","11","MGP_CASTEiJ_G0002815","11",0,0,0,0,0,2,0,0,0,0
"Egln1","ENSMUSG00000031987","8","MGP_CASTEiJ_G0033294","8",356,392,271,378,463,92,119,115,124,153
"Egln2","ENSMUSG00000058709","7","MGP_CASTEiJ_G0030938","7",302,314,192,281,301,303,372,252,329,301
"Egln3","ENSMUSG00000035105","12","MGP_CASTEiJ_G0019031","12",0,0,0,2,1,2,1,1,2,1
"Egr1","ENSMUSG00000038418","18","MGP_CASTEiJ_G0023461","18",2402,2785,1504,5927,7211,1907,2108,1670,4249,5155
"Egr3","ENSMUSG00000033730","14","MGP_CASTEiJ_G0020787","14",1,0,1,14,24,0,0,0,1,2
"Egr4","ENSMUSG00000071341","6","MGP_CASTEiJ_G0030045","6",0,0,0,0,2,0,0,0,0,0
"Ehbp1","ENSMUSG00000042302","11","MGP_CASTEiJ_G0017392","11",24,24,30,49,65,34,38,43,33,67
"Ehbp1l1","ENSMUSG00000024937","19","MGP_CASTEiJ_G0023930","19",87,87,65,116,136,99,144,108,176,169
"Ehd1","ENSMUSG00000024772","19","MGP_CASTEiJ_G0023963","19",167,233,93,204,221,138,212,121,159,193
"Ehd2","ENSMUSG00000074364","7","MGP_CASTEiJ_G0030747","7",1106,1399,544,632,593,1392,1751,1080,714,730
"Ehd3","ENSMUSG00000024065","17","MGP_CASTEiJ_G0023225","17",88,45,19,24,18,16,9,4,0,3
"Ehd4","ENSMUSG00000027293","2","MGP_CASTEiJ_G0025542","2",278,314,210,330,334,241,278,190,247,260
"Ehf","ENSMUSG00000012350","2","MGP_CASTEiJ_G0025388","2",574,632,417,717,734,599,653,599,673,760
"Ehhadh","ENSMUSG00000022853","16","MGP_CASTEiJ_G0021922","16",55,78,37,59,52,55,53,49,43,66
"Ehmt1","ENSMUSG00000036893","2","MGP_CASTEiJ_G0024609","2",166,212,165,235,235,178,187,209,243,307
"Ehmt2","ENSMUSG00000013787","17","MGP_CASTEiJ_G0022822","17",183,249,149,230,279,195,230,214,218,228
"Ei24","ENSMUSG00000062762","9","MGP_CASTEiJ_G0033560","9",200,230,152,218,235,243,232,250,268,280
"Eid1","ENSMUSG00000091337","2","MGP_CASTEiJ_G0025612","2",115,64,70,109,82,115,119,137,149,150
"Eid2","ENSMUSG00000046058","7","MGP_CASTEiJ_G0030976","7",12,3,4,5,8,15,13,6,10,14
"Eid2b","ENSMUSG00000070705","7","MGP_CASTEiJ_G0030977","7",21,47,20,22,26,52,48,50,31,34
"Eif1","ENSMUSG00000035530","11","MGP_CASTEiJ_G0018454","11",1790,1746,1104,2270,2441,859,826,789,1183,1220
"Eif1ad","ENSMUSG00000024841","19","MGP_CASTEiJ_G0023907","19",73,78,50,69,80,75,79,111,76,75
"Eif1ax","ENSMUSG00000067194","X","MGP_CASTEiJ_G0035182","X",381,473,266,338,378,69,38,54,47,74
"Eif1b","ENSMUSG00000006941","9","MGP_CASTEiJ_G0034424","9",30,41,18,38,38,31,39,37,28,41
"Eif2a","ENSMUSG00000027810","3","MGP_CASTEiJ_G0026404","3",51,48,32,36,53,26,43,44,54,48
"Eif2ak1","ENSMUSG00000029613","5","MGP_CASTEiJ_G0029439","5",271,279,183,276,286,239,263,230,233,263
"Eif2ak2","ENSMUSG00000024079","17","MGP_CASTEiJ_G0023246","17",46,57,64,55,73,61,44,90,40,63
"Eif2ak3","ENSMUSG00000031668","6","MGP_CASTEiJ_G0029938","6",239,276,172,291,315,163,218,208,201,227
"Eif2ak4","ENSMUSG00000005102","2","MGP_CASTEiJ_G0025496","2",287,312,268,394,421,336,392,479,517,538
"Eif2b1","ENSMUSG00000029388","5","MGP_CASTEiJ_G0029203","5",97,101,59,105,112,89,92,95,98,126
"Eif2b2","ENSMUSG00000004788","12","MGP_CASTEiJ_G0019247","12",57,70,36,60,61,58,81,72,80,66
"Eif2b3","ENSMUSG00000028683","4","MGP_CASTEiJ_G0027771","4",32,43,27,38,36,18,25,21,12,25
"Eif2b4","ENSMUSG00000029145","5","MGP_CASTEiJ_G0028523","5",96,119,87,105,126,39,73,48,74,55
"Eif2b5","ENSMUSG00000003235","16","MGP_CASTEiJ_G0021903","16",27,18,12,26,31,18,24,16,13,25
"Eif2c5","ENSMUSG00000085146","X","MGP_CASTEiJ_G0007388","X",0,0,0,0,1,0,0,0,0,0
"Eif2d","ENSMUSG00000026427","1","MGP_CASTEiJ_G0015799","1",188,215,142,275,216,160,167,170,188,218
"Eif2s1","ENSMUSG00000021116","12","MGP_CASTEiJ_G0019167","12",28,21,17,26,30,3,12,10,7,8
"Eif2s2","ENSMUSG00000074656","2","MGP_CASTEiJ_G0025905","2",87,75,44,76,75,1,12,12,0,6
"Eif2s3x","ENSMUSG00000035150","X","MGP_CASTEiJ_G0034872","X",50,65,65,66,51,125,142,106,48,60
"Eif3a","ENSMUSG00000024991","19","MGP_CASTEiJ_G0024491","19",450,566,403,593,686,767,862,725,881,981
"Eif3b","ENSMUSG00000056076","5","MGP_CASTEiJ_G0029401","5",733,814,579,1002,948,807,880,818,868,963
"Eif3c","ENSMUSG00000030738","7","MGP_CASTEiJ_G0032011","7",839,925,629,1042,1052,1180,1297,1123,1355,1377
"Eif3d","ENSMUSG00000016554","15","MGP_CASTEiJ_G0021293","15",90,101,67,103,91,104,97,81,106,137
"Eif3e","ENSMUSG00000022336","15","MGP_CASTEiJ_G0021083","15",78,74,62,79,84,23,35,31,27,20
"Eif3f","ENSMUSG00000031029","7","MGP_CASTEiJ_G0031862","7",718,905,528,705,763,862,1178,876,828,894
"Eif3g","ENSMUSG00000070319","9","MGP_CASTEiJ_G0033435","9",236,289,152,288,274,325,351,302,297,292
"Eif3h","ENSMUSG00000022312","15","MGP_CASTEiJ_G0021095","15",682,760,486,822,788,700,765,712,861,753
"Eif3i","ENSMUSG00000028798","4","MGP_CASTEiJ_G0027958","4",168,151,109,189,220,171,178,171,186,227
"Eif3j1","ENSMUSG00000027236","2","MGP_CASTEiJ_G0025583","2",44,42,27,41,51,5,15,6,8,8
"Eif3k","ENSMUSG00000053565","7","MGP_CASTEiJ_G0031007","7",435,555,338,519,508,401,453,395,515,465
"Eif3l","ENSMUSG00000033047","15","MGP_CASTEiJ_G0021322","15",539,587,385,600,647,422,405,428,471,477
"Eif3m","ENSMUSG00000027170","2","MGP_CASTEiJ_G0025410","2",33,45,43,37,45,24,31,39,43,38
"Eif4a2","ENSMUSG00000022884","16","MGP_CASTEiJ_G0021938","16",584,613,446,887,903,374,442,443,646,707
"Eif4a3","ENSMUSG00000025580","11","MGP_CASTEiJ_G0018781","11",285,331,219,310,339,298,361,272,286,332
"Eif4b","ENSMUSG00000058655","15","MGP_CASTEiJ_G0021656","15",1261,1157,848,1105,1065,971,960,862,781,813
"Eif4e","ENSMUSG00000028156","3","MGP_CASTEiJ_G0027088","3",146,163,120,200,191,59,81,74,65,81
"Eif4e1b","ENSMUSG00000074895","13","MGP_CASTEiJ_G0019843","13",0,0,0,1,2,0,0,0,0,0
"Eif4e2","ENSMUSG00000026254","1","MGP_CASTEiJ_G0015612","1",68,67,43,55,51,67,71,58,53,58
"Eif4e3","ENSMUSG00000093661","6","MGP_CASTEiJ_G0030169","6",127,109,69,119,127,94,93,97,86,120
"Eif4ebp1","ENSMUSG00000031490","8","MGP_CASTEiJ_G0032522","8",51,54,27,24,54,53,62,34,55,62
"Eif4ebp2","ENSMUSG00000020091","10","MGP_CASTEiJ_G0016612","10",967,960,678,575,658,117,128,104,111,95
"Eif4ebp3","ENSMUSG00000090264","18","MGP_CASTEiJ_G0023489","18",0,0,0,0,1,0,1,1,0,0
"Eif4enif1","ENSMUSG00000020454","11","MGP_CASTEiJ_G0017268","11",126,142,81,105,158,95,88,101,77,92
"Eif4g1","ENSMUSG00000045983","16","MGP_CASTEiJ_G0021912","16",998,1275,897,1397,1523,1058,1274,1234,1424,1581
"Eif4g2","ENSMUSG00000005610","7","MGP_CASTEiJ_G0031890","7",1086,1058,919,1283,1478,383,441,422,477,548
"Eif4g3","ENSMUSG00000028760","4","MGP_CASTEiJ_G0028118","4",494,540,335,529,610,420,473,456,507,502
"Eif4h","ENSMUSG00000040731","5","MGP_CASTEiJ_G0029264","5",1694,1785,1192,1193,1211,1630,1628,1605,1175,1215
"Eif5","ENSMUSG00000021282","12","MGP_CASTEiJ_G0019419","12",567,703,436,617,619,1262,1424,1238,1408,1526
"Eif5a","ENSMUSG00000078812","11","MGP_CASTEiJ_G0017877","11",122,153,103,295,299,287,317,283,212,233
"Eif5a2","ENSMUSG00000050192","3","MGP_CASTEiJ_G0026285","3",76,50,39,54,47,25,30,19,17,14
"Eif5b","ENSMUSG00000026083","1","MGP_CASTEiJ_G0015300","1",10,6,19,8,10,14,10,16,16,16
"Eif6","ENSMUSG00000027613","2","MGP_CASTEiJ_G0025924","2",252,295,184,274,271,247,269,233,242,283
"Elac1","ENSMUSG00000036941","18","MGP_CASTEiJ_G0023757","18",55,43,50,34,42,67,64,71,57,66
"Elac2","ENSMUSG00000020549","11","MGP_CASTEiJ_G0017782","11",172,166,107,182,167,131,116,140,118,115
"Elane","ENSMUSG00000020125","10","MGP_CASTEiJ_G0016796","10",0,1,1,2,5,0,0,0,4,2
"Elavl2","ENSMUSG00000008489","4","MGP_CASTEiJ_G0027579","4",0,0,0,0,0,0,0,0,0,0
"Elavl3","ENSMUSG00000003410","9","MGP_CASTEiJ_G0033478","9",0,0,0,4,7,0,2,0,1,0
"Elavl4","ENSMUSG00000028546","4","MGP_CASTEiJ_G0027708","4",1,0,0,0,0,0,0,0,0,0
"Eldr","ENSMUSG00000087060","11","MGP_CASTEiJ_G0014468","11",0,0,0,1,0,0,0,0,0,0
"Elf1","ENSMUSG00000036461","14","MGP_CASTEiJ_G0020857","14",423,498,347,538,562,504,520,475,519,483
"Elf2","ENSMUSG00000037174","3","MGP_CASTEiJ_G0026362","3",164,207,117,193,255,147,169,193,220,206
"Elf3","ENSMUSG00000003051","1","MGP_CASTEiJ_G0015868","1",424,474,300,725,410,376,418,379,552,1007
"Elf4","ENSMUSG00000031103","X","MGP_CASTEiJ_G0034656","X",44,54,24,20,40,17,19,7,4,6
"Elf5","ENSMUSG00000027186","2","MGP_CASTEiJ_G0025389","2",529,575,406,540,621,420,390,437,376,415
"Elfn1","ENSMUSG00000048988","5","MGP_CASTEiJ_G0029396","5",412,457,276,333,292,250,256,245,152,145
"Elfn2","ENSMUSG00000043460","15","MGP_CASTEiJ_G0021309","15",5,8,4,3,9,24,20,12,12,14
"Elk1","ENSMUSG00000009406","X","MGP_CASTEiJ_G0034580","X",47,51,41,44,53,11,17,18,12,17
"Elk3","ENSMUSG00000008398","10","MGP_CASTEiJ_G0016978","10",140,125,80,149,151,174,205,221,198,228
"Elk4","ENSMUSG00000026436","1","MGP_CASTEiJ_G0015813","1",130,121,103,95,147,113,129,165,121,114
"Ell","ENSMUSG00000070002","8","MGP_CASTEiJ_G0032726","8",358,476,259,450,517,327,468,346,402,397
"Ell2","ENSMUSG00000001542","13","MGP_CASTEiJ_G0020035","13",101,122,101,157,138,69,85,88,114,94
"Ell3","ENSMUSG00000027246","2","MGP_CASTEiJ_G0025574","2",2,0,0,1,0,1,0,1,3,0
"Elmo1","ENSMUSG00000041112","13","MGP_CASTEiJ_G0019545","13",5,1,7,8,3,7,1,2,4,4
"Elmo2","ENSMUSG00000017670","2","MGP_CASTEiJ_G0026066","2",386,490,329,359,399,337,450,409,329,394
"Elmo3","ENSMUSG00000014791","8","MGP_CASTEiJ_G0033050","8",151,173,117,183,178,158,173,121,178,224
"Elmod1","ENSMUSG00000041986","9","MGP_CASTEiJ_G0033824","9",0,0,0,1,0,0,0,0,0,0
"Elmod2","ENSMUSG00000035151","8","MGP_CASTEiJ_G0032845","8",110,111,70,87,87,87,103,99,68,61
"Elmod3","ENSMUSG00000056698","6","MGP_CASTEiJ_G0029969","6",185,198,159,239,229,134,157,128,193,246
"Eln","ENSMUSG00000029675","5","MGP_CASTEiJ_G0029266","5",15,18,6,1,7,5,8,9,7,1
"Elof1","ENSMUSG00000013822","9","MGP_CASTEiJ_G0033482","9",2,0,2,3,0,0,0,0,0,1
"Elovl1","ENSMUSG00000006390","4","MGP_CASTEiJ_G0027797","4",771,1410,990,1811,2112,628,1021,919,1393,1482
"Elovl2","ENSMUSG00000021364","13","MGP_CASTEiJ_G0019750","13",2,0,0,4,8,1,2,3,8,6
"Elovl3","ENSMUSG00000038754","19","MGP_CASTEiJ_G0024396","19",0,0,0,1,0,0,0,0,0,0
"Elovl4","ENSMUSG00000032262","9","MGP_CASTEiJ_G0034087","9",1,1,0,0,1,2,0,2,0,0
"Elovl5","ENSMUSG00000032349","9","MGP_CASTEiJ_G0034059","9",805,921,492,778,762,1168,1336,1111,945,943
"Elovl6","ENSMUSG00000041220","3","MGP_CASTEiJ_G0027027","3",1,1,1,0,0,0,1,1,1,2
"Elovl7","ENSMUSG00000021696","13","MGP_CASTEiJ_G0020183","13",198,162,105,140,176,131,149,144,153,143
"Elp2","ENSMUSG00000024271","18","MGP_CASTEiJ_G0023410","18",174,147,89,107,134,134,135,108,112,132
"Elp3","ENSMUSG00000022031","14","MGP_CASTEiJ_G0020740","14",97,100,60,110,109,88,81,103,100,105
"Elp4","ENSMUSG00000027167","2","MGP_CASTEiJ_G0025416","2",26,24,24,41,32,47,48,47,47,42
"Elp6","ENSMUSG00000054836","9","MGP_CASTEiJ_G0034334","9",2,5,7,14,14,7,11,9,19,19
"Emb","ENSMUSG00000021728","13","MGP_CASTEiJ_G0020222","13",2057,2098,1532,2231,2188,1772,1644,1678,1826,1915
"Emc1","ENSMUSG00000078517","4","MGP_CASTEiJ_G0028146","4",243,292,160,148,181,206,239,219,116,139
"Emc10","ENSMUSG00000008140","7","MGP_CASTEiJ_G0031199","7",326,392,234,416,430,296,342,276,281,357
"Emc2","ENSMUSG00000022337","15","MGP_CASTEiJ_G0021084","15",22,31,24,21,24,19,15,19,15,29
"Emc3","ENSMUSG00000030286","6","MGP_CASTEiJ_G0030216","6",65,100,57,80,100,81,92,69,101,131
"Emc4","ENSMUSG00000027131","2","MGP_CASTEiJ_G0025471","2",4,4,4,2,9,2,4,6,4,5
"Emc6","ENSMUSG00000047260","11","MGP_CASTEiJ_G0017962","11",0,2,5,0,0,0,0,0,0,1
"Emc7","ENSMUSG00000055943","2","MGP_CASTEiJ_G0025473","2",108,91,65,92,89,115,100,92,109,119
"Emc8","ENSMUSG00000031819","8","MGP_CASTEiJ_G0033216","8",124,99,79,119,90,122,149,139,138,143
"Emc9","ENSMUSG00000022217","14","MGP_CASTEiJ_G0020614","14",14,17,12,9,19,4,10,15,3,7
"Emcn","ENSMUSG00000054690","3","MGP_CASTEiJ_G0027069","3",8,2,2,0,0,13,10,14,1,1
"Emd","ENSMUSG00000001964","X","MGP_CASTEiJ_G0034797","X",67,81,64,58,60,18,18,15,14,17
"Eme1","ENSMUSG00000039055","11","MGP_CASTEiJ_G0018274","11",4,4,1,10,10,5,6,5,5,7
"Eme2","ENSMUSG00000073436","17","MGP_CASTEiJ_G0022556","17",62,59,48,65,67,49,69,71,60,77
