name,chr,Samp1_B6,Samp2_B6,Samp3_B6,Samp4_B6,Samp5_B6,Samp1_Cas,Samp2_Cas,Samp3_Cas,Samp4_Cas,Samp5_Cas
15317,Med14,X,37.0048291302015,28.9257020100005,40.4346444033248,21.9384960870181,28.428397322143,5.15796969933507,6.99775372105554,8.5505586310161,3.79056017845957,3.54353378907115
15474,Mid1ip1,X,0.569305063541561,0.258265196517862,37.6322433060646,0.264319229964074,2.45072390708129,1.71932323311169,1.82550097071014,0.657735279308931,2.84292013384468,4.72471171876154
15475,Mid2,X,56.9305063541561,46.2294701766973,51.6442487923653,40.7051614144674,42.1524512017982,24.414389910186,25.861263751727,22.0341318568492,23.3751211005007,24.2141475586529
15501,Mir105,X,0,0,0,0,0,0,0,0,0,0
15502,Mir106a,X,0,0,0,0,0,0,0,0,0,0
15516,Mir1198,X,0,0,0,0,0,0,0,0,0,0
15533,Mir1264,X,0,0,0,0,0,0,0,0,0,0
15542,Mir1298,X,0,0,0,0,0,0,0,0,0,0
15608,Mir188,X,0,0,0,0,0,0,0,0,0,0
15617,Mir18b,X,0,0,0,0,0,0,0,0,0,0
15624,Mir1906-2,X,0,0,0,0,0,0,0,0,0,0
15629,Mir1912,X,0,0,0,0,0,0,0,0,0,0
15677,Mir1970,X,0,0,0,0,0,0,0,0,0,0
15687,Mir19b-2,X,0,0,0,0,0,0,0,0,0,0
15694,Mir201,X,0,0,0,0,0,0,0,0,0,0
15704,Mir20b,X,0,0,0,0,0,0,0,0,0,0
15709,Mir2137,X,0,0,0,0,0,0,0,0,0,0
15727,Mir221,X,0.569305063541561,0,0.400343013894305,0,0.490144781416259,0,0,0,0,0
15728,Mir222,X,0,0,0,0,0,0,0,0,0,0
15729,Mir223,X,0,0,0,0,0,0,0,0,0,0
15730,Mir224,X,0,0,0,0,0,0,0,0,0,0
15832,Mir3112,X,0,0,0,0,0,0,0,0,0,0
15833,Mir3113,X,0,0,0,0,0,0,0,0,0,0
15836,Mir322,X,0,0,0,0,0,0,0,0,0,0
15839,Mir325,X,0,0,0,0,0,0,0,0,0,0
15873,Mir3475,X,0,0,0,0,0,0,0,0,0,0
15878,Mir351,X,0,0,0.400343013894305,0,0,0,0,0,0,0
15884,Mir361,X,0,0,0,0,0,0,0,0,0,0
15885,Mir362,X,0,0,0,0,0,0,0,0,0,0
15886,Mir3620,X,0,0,0,0,0,0,0,0,0,0
15887,Mir363,X,0,0,0,0,0,0,0,0,0,0
15893,Mir374b,X,0,0,0,0,0,0,0,0,0,0
15894,Mir374c,X,0,0,0,0,0,0,0,0,0,0
15909,Mir384,X,0,0,0,0,0,0,0,0,0,0
15926,Mir421,X,0,0,0,0,0,0,0,0,0,0
15934,Mir448,X,0,0,0,0,0,0,0,0,0,0
15938,Mir450-1,X,0,0,0,0,0,0,0,0,0,0
15939,Mir450-2,X,0,0,0,0,0,0,0,0,0,0
15940,Mir450b,X,0,0,0,0,0,0,0,0,0,0
15941,Mir452,X,0,0,0,0,0,0,0,0,0,0
15944,Mir463,X,0,0,0,0,0,0,0,0,0,0
15945,Mir465,X,0,0,0,0,0,0,0,0,0,0
15946,Mir465d,X,0,0,0,0,0,0,0,0,0,0
15964,Mir470,X,0,0,0,0,0,0,0,0,0,0
15965,Mir471,X,0,0,0,0,0,0,0,0,0,0
15983,Mir500,X,0,0,0,0,0,0,0,0,0,0
15984,Mir501,X,0,0,0,0,0,0,0,0,0,0
15985,Mir503,X,0,0,0,0,0.245072390708129,0,0,0,0,0
15986,Mir504,X,0,0,0,0,0,0,0,0,0,0
15988,Mir505,X,0,0,0,0,0,0,0,0,0,0
15989,Mir509,X,0,0,0,0,0,0,0,0,0,0
16004,Mir5116,X,0,0,0,0,0,0,0,0,0,0
16017,Mir5132,X,0,0,0,0,0,0,0,0,0,0
16022,Mir532,X,0,0,0,0,0,0,0,0,0,0
16026,Mir542,X,0,0,0,0,0,0,0,0,0,0
16030,Mir547,X,0,0,0,0,0,0,0,0,0,0
16035,Mir5617,X,0,0,0,0,0,0,0,0,0,0
16102,Mir6383,X,0,0,0,0,0,0,0,0,0,0
16103,Mir6384,X,0,0,0,0,0,0,0,0,0,0
16140,Mir652,X,0,0,0,0,0,0,0,0,0,0
16168,Mir672,X,0.569305063541561,0,0,0.264319229964074,0,0,0,0,0,0
16172,Mir676,X,0,0,0,0,0,0,0,0,0,0
16399,Mir7091,X,0,0,0,0,0,0,0,0,0,0
16400,Mir7092,X,0,0,0,0,0,0,0,0,0,0
16401,Mir7093,X,0,0,0,0,0,0,0,0,0,0
16409,Mir717,X,0,0,0,0,0,0,0,0,0,0
16410,Mir718,X,0,0,0,0,0,0,0,0,0,0
16447,Mir741,X,0,0,0,0,0,0,0,0,0,0
16448,Mir742,X,0,0,0,0,0,0,0,0,0,0
16449,Mir743,X,0,0,0,0,0,0,0,0,0,0
16458,Mir764,X,0,0,0,0,0,0,0,0,0,0
16459,Mir7646,X,0,0,0,0,0,0,0,0,0,0
16482,Mir767,X,0,0,0,0,0,0,0,0,0,0
16486,Mir7673,X,0,0,0,0,0,0,0,0,0,0
16542,Mir878,X,0,0,0,0,0,0,0,0,0,0
16544,Mir880,X,0,0,0,0,0,0,0,0,0,0
16545,Mir881,X,0,0,0,0,0,0,0,0,0,0
16547,Mir883a,X,0,0,0,0,0,0,0,0,0,0
16548,Mir883b,X,0,0,0,0,0,0,0,0,0,0
16554,Mir92-2,X,0,0,0,0,0,0,0,0,0,0
16558,Mir98,X,0,0,0,0,0,0,0,0,0,0
16570,Mirlet7f-2,X,0,0,0,0,0,0,0,0,0,0
16619,Mmgt1,X,45.5444050833249,37.1901882985721,42.036016458902,40.7051614144674,40.1918720761332,6.87729293244676,11.5615061478309,9.86602918963396,8.52876040153404,13.878840673862
16678,Morc4,X,42.6978797656171,44.6798789975901,35.6305282365931,44.1413114040003,37.0059309969275,20.9757434439626,16.7337588981763,16.1145143430688,13.5828406394801,17.7176689453558
16686,Mospd1,X,19.6410246921839,16.787237773661,17.6150926113494,18.7666653274492,15.194488223904,0.687729293244676,0.304250161785024,1.97320583792679,1.57940007435816,0.295294482422596
16687,Mospd2,X,26.1880329229118,34.3492711368756,42.8367024866906,29.3394345260122,26.2227458057698,24.7582545568083,18.8635100306715,22.0341318568492,15.4781207287099,15.355313085975
16706,Mpp1,X,13.9479740567683,21.4360113109825,21.6185227502924,17.4450691776289,12.0085471446983,1.03159393986701,0.608500323570047,0.986602918963396,1.26352005948652,1.18117792969038
16875,Msl3,X,23.0568550734332,28.4091716169648,21.2181797363981,26.9605614563355,21.0762256008991,5.50183434595741,5.1722527503454,1.31547055861786,3.15880014871631,2.06706137695817
16882,Msn,X,623.38904457801,858.215248028855,521.246604090385,410.487764134206,367.363513671486,82.8713798359834,119.570313581514,73.0086160032913,60.3330828404815,59.3541909669418
16909,Mtcp1,X,1.70791519062468,1.03306078607145,3.60308712504874,0.528638459928147,1.71550673495691,1.03159393986701,2.43400129428019,0.657735279308931,0,0.295294482422596
16928,Mtm1,X,55.5072436953022,50.619978517501,60.8521381119343,51.5422498429944,51.9553468301234,3.78251111284572,5.78075307391545,4.93301459481698,6.94936032717588,5.61059516602932
16929,Mtmr1,X,34.1583038124937,34.0910059403578,48.8418476951052,37.7976498848625,37.7411481690519,5.84569899257974,6.38925339748549,5.26188223447145,5.68584026768936,6.49647861329711
17000,Mycs,X,0,0,0,0,0,0,0,0,0,0
17093,n-R5s7,X,0,0,0,0,0,0,0,0,0,0
17103,Naa10,X,16.2251943109345,10.0723426641966,15.6133775418779,11.6300461184192,16.1747777867365,2.40705252635637,3.04250161785024,2.95980875689019,1.89528008922979,2.65765034180336
17146,Nap1l2,X,0,0,0,0,0,0,0,0,0,0
17147,Nap1l3,X,1.4232626588539,2.58265196517862,3.20274411115444,2.37887306967666,1.47043434424878,0.343864646622338,1.21700064714009,1.64433819827233,0.947640044614893,0.885883447267788
17232,Ndp,X,0,0,0,0,0,0,0,0,0,0
17241,Ndufa1,X,0,0,0.800686027788609,0,0,0,0.304250161785024,0,0,0.295294482422596
17264,Ndufb11,X,129.232249423934,142.304123281342,125.707706362812,181.587310985319,148.758941159835,28.540765669654,28.9037653695772,25.3228082533938,34.1150416061362,34.8447489258663
17404,Nhs,X,0,0.258265196517862,1.20102904168291,0.264319229964074,0,0,0,0,0,0.295294482422596
17406,Nhsl2,X,0.853957595312342,0.258265196517862,0.400343013894305,0,0.245072390708129,0.343864646622338,0,0,0,0
17434,Nkap,X,25.903380391141,20.9194809179468,24.8212668614469,20.6168999371978,14.2141986610715,3.78251111284572,5.47650291213042,3.28867639654465,3.15880014871631,2.65765034180336
17442,Nkrf,X,1.70791519062468,0.258265196517862,1.20102904168291,0.792957689892221,1.47043434424878,0,0,0,0,0
17461,Nlgn3,X,0.284652531770781,0.516530393035724,2.80240109726013,2.64319229964074,4.41130303274633,0,0.912750485355071,0.328867639654465,2.21116010410142,2.65765034180336
17556,Nox1,X,0,0,0,0,0,0,0,0,0,0
17615,Nr0b1,X,0,0,0,0,0,0,0,0,0,0
17663,Nrk,X,0,0,0,0,0,0,0,0,0,0
17680,Nsdhl,X,53.230023441136,50.8782437140188,78.0668877093894,71.630511320264,66.4146178819031,13.4107212182712,20.0805106778116,15.7856467034143,14.8463606989667,17.1270799805106
17737,Nudt10,X,1.4232626588539,1.54959117910717,2.00171506947152,0.264319229964074,0.980289562832517,2.7509171729787,2.43400129428019,3.28867639654465,1.26352005948652,2.36235585938077
17777,Nup62cl,X,0,0,0,0,0,0,0,0,0,0
17794,Nxf2,X,0,0,0,0,0,0,0,0,0,0
17795,Nxf3,X,0.284652531770781,0.516530393035724,0.400343013894305,0,0.490144781416259,0,0.608500323570047,0,0,0.885883447267788
17796,Nxf7,X,0,0,0,0,0,0,0,0,0,0
17808,Nxt2,X,29.6038633041612,31.2500887786613,35.2301852226988,39.383565264647,28.428397322143,1.71932323311169,3.04250161785024,0.986602918963396,3.15880014871631,5.61059516602932
17812,Nyx,X,0,1.54959117910717,3.20274411115444,3.17183075956889,3.18594107920568,0,0,0,0,0
17838,Ocrl,X,173.922696911947,135.589228171878,159.736862543828,136.388722661462,139.446190312926,27.1653070831647,17.6465093835314,24.6650729740849,22.4274810558858,15.0600186035524
17851,Ofd1,X,47.2523202739496,50.619978517501,46.039446597845,67.4014036408388,58.0821565978266,2.40705252635637,5.78075307391545,5.26188223447145,3.79056017845957,1.18117792969038
17860,Ogt,X,182.46227286507,196.798079746611,216.185227502925,103.877457375881,116.899530367778,48.1410505271273,51.418277341669,59.1961751378038,27.1656812789603,31.3012151367952
18055,Olfr1320,X,0,0,0,0,0,0,0,0,0,0
18056,Olfr1321,X,0,0,0,0,0,0,0,0,0,0
18057,Olfr1322,X,0,0,0,0,0,0,0,0,0,0
18058,Olfr1323,X,0,0,0,0,0,0,0,0,0,0
18059,Olfr1324,X,0,0,0,0,0,0,0,0,0,0
18060,Olfr1325,X,0,0,0,0,0,0,0,0,0,0
18061,Olfr1326-ps1,X,0,0,0,0,0,0,0,0,0,0
18670,Ophn1,X,36.7201765984307,23.5021328831254,32.4277841254387,33.8328614354014,30.1439040570999,7.56502222569143,4.25950226499033,4.60414695516252,6.63348031230425,6.79177309571971
18672,Opn1mw,X,0,0,0.400343013894305,0,0,0,0,0,0,0
18727,Otc,X,0,0,0,0,0,0,0,0,0,0
18744,Otud5,X,48.3909304010327,37.1901882985721,42.8367024866906,37.5333306548985,37.4960757783438,39.5444343615689,44.7247737823985,39.7929843981903,31.5880014871631,30.1200372071048
18745,Otud6a,X,0,0,0,0,0.490144781416259,0,0,0,0,0
18776,P2ry10,X,0,0.774795589553586,0,0.528638459928147,0.735217172124388,0,0.304250161785024,0,0,0
18781,P2ry4,X,0,0,0,0,0.245072390708129,0,0,0,0,0
18798,Pabpc5,X,0,0,0,0,0,0,0,0,0,0
18827,Pak3,X,0.284652531770781,0,0,0,0.245072390708129,0,0,0,0.631760029743262,0
18916,Pbdc1,X,17.3638044380176,16.787237773661,20.0171506947152,16.9164307177007,20.0959360380666,6.87729293244676,6.69350355927052,6.57735279308931,1.89528008922979,1.18117792969038
18920,Pbsn,X,0,0,0,0,0,0,0,0,0,0
18936,Pcdh11x,X,0,0,0,0,0,0,0,0,0,0
18941,Pcdh19,X,0,0,0,0,0,0,0,0,0,0
19025,Pcsk1n,X,0,0,0,0,0.980289562832517,0,0,0,0,0.295294482422596
19039,Pcyt1b,X,0,0,0,0,0,0,0,0,0,0
19090,Pdha1,X,91.3734626984206,89.876288388216,84.8727189455926,105.727691985629,85.7753367478453,17.8809616243616,18.2550097071014,11.5103673879063,15.7940007435816,16.2411965332428
19103,Pdk3,X,28.1806006453073,29.7004975995541,27.2233249448127,33.0399037455092,30.1439040570999,2.40705252635637,3.34675177963526,3.94641167585358,4.42232020820284,4.13412275391634
19124,Pdzd11,X,24.1954652005164,21.9525417040183,21.2181797363981,25.110326846587,24.9973838522292,3.78251111284572,2.43400129428019,1.31547055861786,3.15880014871631,4.42941723633894
19127,Pdzd4,X,1.99256772239546,2.0661215721429,1.20102904168291,1.32159614982037,2.69579629778942,0,0.304250161785024,0,0.631760029743262,0.295294482422596
19185,Pfkfb1,X,0.569305063541561,0.258265196517862,0.400343013894305,0,0,0,0.304250161785024,0,0.315880014871631,0
19225,Pgr15l,X,0,0,0,0,0,0,0,0,0,0
19226,Pgrmc1,X,11.670753802602,14.2045858084824,11.6099474029348,11.8943653483833,13.7240538796552,11.0036686919148,13.082756956756,4.27527931550805,4.42232020820284,5.31530068360673
19238,Phex,X,0,0.516530393035724,0,0.264319229964074,0.245072390708129,0,0,0,0,0
19254,Phf6,X,11.3861012708312,9.29754707464303,10.8092613751462,9.25117304874258,12.7437643168227,3.43864646622338,3.04250161785024,2.30207347758126,2.52704011897305,2.36235585938077
19256,Phf8,X,33.5889987489521,36.1571275125007,38.8332723477476,21.40985762709,23.7720218986885,5.15796969933507,4.86800258856038,5.59074987412591,5.0540802379461,6.79177309571971
19260,Phka1,X,85.1111069994634,82.1283324926801,81.2696318205438,96.2121997069228,89.6964949991753,3.09478181960104,8.51900452998066,9.86602918963396,7.26524034204752,7.67765654298749
19261,Phka2,X,9.96283861197733,11.3636686467859,10.4089183612519,6.87229997906592,6.61695454911949,0.343864646622338,0.912750485355071,0.328867639654465,1.26352005948652,0.590588964845192
19308,Piga,X,34.7276088760352,40.2893706567865,33.6288131671216,16.6521114877366,18.6255016938178,6.87729293244676,6.08500323570047,7.5639557120527,2.84292013384468,6.49647861329711
19349,Pim2,X,16.7944993744761,22.7273372935719,17.2147495974551,15.3305153379163,15.9297053960284,13.4107212182712,22.5145119720917,14.4701761447965,12.3193205799936,15.9459020508202
19353,Pin4,X,0.569305063541561,0,0.800686027788609,0.264319229964074,0.490144781416259,4.81410505271273,5.1722527503454,4.60414695516252,5.68584026768936,3.54353378907115
19368,Pir,X,0.284652531770781,2.32438676866076,0.400343013894305,0,1.47043434424878,0,0,0,0.631760029743262,0
19385,Pja1,X,21.0642873510378,29.958762796072,26.0222959031298,21.1455383971259,17.1550673495691,6.87729293244676,9.73600517712075,7.89282335170717,6.63348031230425,5.61059516602932
19434,Plac1,X,0,0,0,0,0,0,0,0,0,0
19447,Platr21,X,2.84652531770781,7.23142550250014,2.00171506947152,0.528638459928147,0.735217172124388,0.343864646622338,1.21700064714009,0,0,0.295294482422596
19542,Plp1,X,3.41583038124937,3.09918235821434,6.80583123620318,4.22910767942518,3.43101346991381,1.03159393986701,0,0,0,0
19557,Pls3,X,191.001848818194,201.963383676968,193.766018724843,290.751152960481,294.82208602188,159.897060679387,138.433823612186,144.37289380831,31.9038815020347,42.2271109864312
19569,Plxna3,X,11.1014487390604,12.9132598258931,11.2096043890405,13.4802807281678,13.233909098239,1.37545858648935,3.04250161785024,1.64433819827233,0,0.885883447267788
19576,Plxnb3,X,0.569305063541561,1.29132598258931,1.20102904168291,0.264319229964074,0.735217172124388,0,0,0,0,0
19599,Pnck,X,0,0.516530393035724,0.800686027788609,0,0,0,0,0.328867639654465,0,0
19609,Pnma5,X,0,0,0,0.528638459928147,0,0,0,0,0.631760029743262,0
19636,Pof1b,X,32.450388621869,29.1839672065184,31.2267550837558,26.4319229964074,23.0368047265642,0.687729293244676,1.52125080892512,0.657735279308931,0.947640044614893,0.885883447267788
19642,Pola1,X,11.670753802602,5.94009951991083,10.8092613751462,8.98685381877851,11.0282575818658,4.47024040609039,2.43400129428019,4.60414695516252,5.0540802379461,4.72471171876154
19711,Porcn,X,7.68561835781108,9.55581227116089,3.20274411115444,4.75774613935333,8.08738889336827,0.343864646622338,0.304250161785024,0.986602918963396,0,0.885883447267788
19723,Pou3f4,X,0,0,0,0,0,0,0,0,0,0
19745,Ppef1,X,0,0.258265196517862,0,0,0,0,0,0,0,0
19822,Ppp1r3f,X,0.569305063541561,0,0.400343013894305,0.264319229964074,0.735217172124388,0,0.608500323570047,0.328867639654465,0.315880014871631,0.590588964845192
19863,Pqbp1,X,14.5172791203098,17.3037681666968,14.0120054863007,16.6521114877366,21.0762256008991,0,1.21700064714009,0,0.631760029743262,0.590588964845192
19866,Praf2,X,35.5815664713476,44.6798789975901,28.0240109726013,76.3882574596173,73.5217172124388,26.47757778992,31.0335165020724,22.3629994965036,38.8532418292106,46.9518227051928
19890,Prdx4,X,56.3612012906146,44.6798789975901,42.8367024866906,55.5070382924555,62.0033148491567,3.78251111284572,4.25950226499033,4.60414695516252,2.84292013384468,6.20118413087451
19908,Prickle3,X,19.6410246921839,24.7934588657148,22.0188657641868,15.8591537978444,21.8114427730235,3.09478181960104,4.25950226499033,2.95980875689019,5.36996025281773,6.20118413087451
19945,Prkx,X,31.5964310265567,41.8389618358936,50.8435627645767,36.2117345050781,33.8199899177218,9.28434545880312,13.9955074421111,13.4835732258331,10.1081604758922,12.6976627441716
20016,Prps1,X,52.9453709093652,51.9113045000903,45.2387605700564,53.1281652227788,45.0933198902958,10.3159393986701,11.5615061478309,8.87942627067056,9.47640044614893,10.0400124023683
20019,Prps2,X,288.637667215572,333.42036870456,425.96496678354,357.095279681464,305.850343603745,85.2784323623398,77.279541093396,106.553115248047,91.9210843276446,90.9507005861596
20037,Prr32,X,0,0,0,0,0,0,0,0,0,0
20047,Prrg1,X,10.8167962072897,8.26448628857158,9.60823233346331,3.70046921949703,6.86202693982762,5.50183434595741,4.25950226499033,5.59074987412591,3.15880014871631,5.31530068360673
20049,Prrg3,X,1158.25115177531,730.115710555996,1009.66508104144,476.567571625225,463.186818438364,166.430488965212,122.004314875794,156.540996475526,50.8566823943326,57.2871295899836
20138,Psmd10,X,16.7944993744761,13.6880554154467,14.412348500195,20.0882614772696,16.6649225681528,0.687729293244676,1.21700064714009,1.64433819827233,1.89528008922979,3.83882827149375
20177,Ptchd1,X,0,0,0,0,0,0,0,0,0,0
20370,Rab33a,X,0,0,0,0,0,0,0,0,0,0
20378,Rab39b,X,0,0,0,0,0,0,0,0,0,0
20403,Rab9,X,20.4949822874962,21.4360113109825,27.2233249448127,23.2600922368385,21.0762256008991,57.0815313393081,67.8477860780602,50.9744841464421,64.7554030486844,59.0588964845192
20404,Rab9b,X,0,0,0,0,0,0,0,0,0,0
20450,Rai2,X,0.284652531770781,0,0,0.264319229964074,0,0,0,0,0,0
20483,Rap2c,X,7.11631329426952,3.87397794776793,5.60480219452027,5.28638459928147,5.14652020487072,0,0.608500323570047,2.30207347758126,0,0.295294482422596
20549,Rbbp7,X,6.26235569895718,7.23142550250014,10.0085753473576,5.81502305920962,5.8817373769951,35.0741939554785,30.1207660167173,29.2692199292474,36.3262017102376,34.8447489258663
20561,Rbm10,X,31.0271259630151,35.640597119465,35.2301852226988,30.9253499057966,37.0059309969275,12.3791272784042,13.082756956756,14.4701761447965,11.6875605502503,10.9258958496361
20577,Rbm3,X,54.6532860999899,50.1034481244652,63.6545392091944,108.37088428527,138.220828359385,16.8493676844946,17.3422592217463,15.4567790637599,28.1133213235752,50.2000620118413
20582,Rbm3os,X,0.853957595312342,0.774795589553586,0,1.58591537978444,1.71550673495691,1.03159393986701,1.82550097071014,2.30207347758126,1.26352005948652,2.06706137695817
20584,Rbm41,X,3.13117784947859,1.03306078607145,1.60137205557722,3.43614998953296,2.20565151637316,1.03159393986701,3.65100194142028,2.30207347758126,1.89528008922979,2.06706137695817
20601,Rbmx,X,131.794122209871,130.42392424152,148.126915140893,141.410788030779,138.220828359385,11.0036686919148,6.99775372105554,13.4835732258331,7.58112035691915,9.74471791994567
20602,Rbmx2,X,10.2474911437481,8.26448628857158,8.4072032917804,11.1014076584911,12.4986919261146,1.71932323311169,1.82550097071014,0,2.21116010410142,2.06706137695817
20678,Renbp,X,75.7175734510277,79.8039457240194,69.659684417609,86.9610266581803,63.9638939748218,12.0352626317818,15.8210084128212,8.22169099136164,9.79228046102056,8.26824550783269
20682,Reps2,X,70.5938278791536,106.405260965359,77.6665446954951,50.4849729231381,37.2510033876357,15.4739090980052,27.0782643988671,12.8258379465241,9.79228046102056,13.5835461914394
20731,Rgn,X,3.70048291302015,3.09918235821434,2.40205808336583,3.70046921949703,5.14652020487072,0,0.608500323570047,0,1.89528008922979,0.295294482422596
20787,Rhox1,X,0,0,0,0,0,0,0,0,0,0
20788,Rhox10,X,0,0,0,0,0,0,0,0,0,0
20789,Rhox11,X,0,0,0,0,0,0,0,0,0,0
20790,Rhox12,X,0,0,0,0,0,0,0,0,0,0
20791,Rhox13,X,0,0,0,0,0,0,0,0,0,0
20792,Rhox5,X,0,0,0,0,0,0,0,0,0,0
20793,Rhox6,X,0,0,0,0,0,0,0,0,0,0
20797,Ribc1,X,3.41583038124937,1.54959117910717,3.20274411115444,3.17183075956889,1.96057912566503,0,0,0.986602918963396,0,1.18117792969038
20829,Ripply1,X,0,0,0,0,0.245072390708129,0,0,0,0,0.295294482422596
20837,Rlim,X,192.425111477048,181.043902759021,201.77287900273,175.243649466181,173.266180230647,35.0741939554785,36.5100194142028,44.3971313533528,30.3244814276766,34.2541599610211
20872,Rnf113a1,X,0,0,0.400343013894305,0,0,0,0,0,0,0
20880,Rnf128,X,0.853957595312342,0.258265196517862,0.400343013894305,0.264319229964074,0.980289562832517,0,0,0.986602918963396,0,0
20886,Rnf138rt1,X,0,0,0,0,0,0,0,0,0,0.295294482422596
20975,Rp2,X,24.7647702640579,23.2438676866076,19.6168076808209,21.9384960870181,19.6057912566503,2.7509171729787,3.34675177963526,2.30207347758126,2.52704011897305,2.65765034180336
20988,Rpgr,X,13.9479740567683,11.3636686467859,16.0137205557722,17.7093884075929,17.6452121309853,1.37545858648935,1.52125080892512,2.30207347758126,0.947640044614893,2.06706137695817
20994,Rpl10,X,72.3017430697783,78.7708849379479,108.092613751462,118.415015023905,123.516484916897,0,0,0,0,0
21019,Rpl36a,X,0,0,4.40377315283735,0,0.245072390708129,0,0,0.328867639654465,0,0
21024,Rpl39,X,0,0,1.20102904168291,0,0,0,0,0,0,0.885883447267788
21076,Rps4x,X,959.848337131073,851.758618115909,821.103521497219,1016.0431199819,918.776392764777,95.2505071143876,82.7560440055264,77.9416305981083,112.769165309172,97.1518847170341
21081,Rps6ka3,X,80.5566664911309,103.047813410627,114.097758959877,113.128630424624,107.096634739453,38.5128404217018,33.4675177963526,30.9135581275197,44.2232020820284,40.4553440918956
21099,Rragb,X,1.70791519062468,3.87397794776793,3.20274411115444,3.70046921949703,2.45072390708129,0.343864646622338,0.304250161785024,0.328867639654465,0.631760029743262,0.885883447267788
21121,Rs1,X,0,0,0,0.264319229964074,0,0,0,0,0,0
21220,S100g,X,526.322531244174,482.439387095366,424.763937741857,557.449255994231,545.04099693488,68.7729293244676,83.0602941673114,67.4178661291654,74.8635635245766,89.7695226564692
21255,Samt3,X,0,0,0,0,0,0,0,0,0,0
21256,Samt4,X,0,0,0,0,0,0,0,0,0,0
21277,Sash3,X,0.284652531770781,0.516530393035724,0,0,0,0,0,0,0,0
21279,Sat1,X,175.06130703903,163.998399788842,151.730002265941,171.27886101672,189.686030408092,19.2564202108509,21.9060116485217,22.0341318568492,22.7433610707574,24.8047365234981
21283,Satl1,X,0,0,0,0,0,0,0,0,0,0
21353,Scml1,X,0,0,0,0,0,0,0,0,0,0
21354,Scml2,X,0,0.258265196517862,0,0,0,0.343864646622338,0,0.328867639654465,0,0
21517,Serpina7,X,0,0.258265196517862,0,0,0.245072390708129,0.343864646622338,0,0,0,0
21640,Sh3bgrl,X,95.9279032067531,79.8039457240194,85.2730619594869,95.6835612469947,88.7162054363428,31.9794121358774,24.6442631045869,23.0207347758126,24.006881130244,27.4623868653014
21654,Sh3kbp1,X,7.68561835781108,5.94009951991083,2.80240109726013,2.64319229964074,1.96057912566503,0.343864646622338,1.82550097071014,0,0.315880014871631,0
21695,Shroom2,X,31.8810835583274,25.3099892587505,34.8298422088045,32.246946055617,32.1044831827649,2.40705252635637,9.73600517712075,7.23508807239824,7.26524034204752,10.3353068847909
21697,Shroom4,X,37.0048291302015,38.2232490846436,42.8367024866906,48.6347383133896,55.1412879093291,24.414389910186,19.1677601924565,19.7320583792679,22.1116010410142,22.1470861816947
21771,Slc10a3,X,4.83909304010327,6.71489510946441,6.40548822230887,15.3305153379163,11.7634747539902,2.40705252635637,2.73825145606521,5.91961751378038,2.21116010410142,1.18117792969038
21803,Slc16a2,X,167.375688681219,149.019018390806,195.767733794315,118.415015023905,131.848946200974,38.1689757750795,53.8522786359492,58.8673074981493,26.8498012640886,26.281208935611
21868,Slc25a14,X,5.97770316718639,6.97316030598227,8.00686027788609,2.37887306967666,2.69579629778942,0.343864646622338,3.34675177963526,1.64433819827233,0.631760029743262,0
21899,Slc25a43,X,0,0,0.400343013894305,0,0,0,0,0,0,0
21905,Slc25a53,X,3.70048291302015,4.64877353732152,4.80411616673166,3.43614998953296,5.8817373769951,0.687729293244676,0,1.31547055861786,0,1.18117792969038
21959,Slc35a2,X,43.5518373609294,42.6137574254472,37.6322433060646,49.1633767733177,52.2004192208315,4.81410505271273,6.08500323570047,6.57735279308931,7.26524034204752,11.2211903320586
22000,Slc38a5,X,0,0.258265196517862,0,0.264319229964074,0,0,0,0,0,0
22072,Slc6a14,X,0,0,4.00343013894305,0,0.245072390708129,0.343864646622338,1.21700064714009,0.328867639654465,0,0
22086,Slc6a8,X,55.5072436953022,61.725381967769,49.6425337228938,47.5774613935333,60.7779528956161,9.28434545880312,13.082756956756,8.5505586310161,4.73820022307447,7.67765654298749
22096,Slc7a3,X,1.4232626588539,0.516530393035724,1.20102904168291,0.528638459928147,0.490144781416259,0.343864646622338,0,0.328867639654465,0,0
22114,Slc9a6,X,43.5518373609294,51.6530393035724,42.8367024866906,30.3967114458685,38.2312929504682,7.2211575790691,5.78075307391545,7.5639557120527,3.47468016358794,5.61059516602932
22115,Slc9a7,X,0.284652531770781,0.774795589553586,1.20102904168291,1.58591537978444,1.96057912566503,1.37545858648935,2.43400129428019,1.31547055861786,1.26352005948652,2.65765034180336
22147,Slitrk2,X,0,0,0,0,0,0,0,0,0,0
22149,Slitrk4,X,0,0,0,0,0,0,0,0,0,0
22175,Smarca1,X,0.853957595312342,0.258265196517862,0.400343013894305,3.96478844946111,1.22536195354065,0,0,0.328867639654465,0.315880014871631,0.590588964845192
22188,Smc1a,X,54.6532860999899,64.3080339329477,54.8469929035197,53.656803682707,62.493459630573,11.0036686919148,11.8657563096159,10.1948968292884,9.79228046102056,10.0400124023683
22230,Smim9,X,0,0,0,0,0,0,0,0,0,0
22246,Smpx,X,0,0,0,0,0,0,0.304250161785024,0,0,0
22249,Sms,X,90.804157634879,104.597404589734,99.2850674457876,123.965718853151,122.781267744773,20.9757434439626,22.8187621338768,22.0341318568492,24.3227611451156,20.3753192871591
22313,Snora35,X,0,0,0,0,0,0,0,0,0,0
